Time            	S0              	C4              	C3              	C2H4O           	M4              	M5              	M6              	A1              	E1              	C2              	E2              	E3              	B1              	B2              	B3              	M1              	M2              	M3              	CH2O            	A2              
1.9498445998e-08	-3.3350497484e-01	-5.8007528065e-01	2.3335565854e-01	1.2404291492e+03	5.6853562774e-04	1.2402225562e+03	1.9499000809e-05	2.7217013397e-07	-2.8864151536e-02	-1.2404106941e+03	-7.3115922054e-04	-1.2756424606e-14	-1.2303555079e+03	-9.7107109987e+00	-9.3085191111e-08	8.4425381799e-04	1.9991101323e-01	9.3244358355e-06	1.6998774732e-04	5.4101709321e-03
1.9952623150e-08	-3.3350497484e-01	-5.8517398152e-01	2.3921186339e-01	1.2404284504e+03	5.6910899525e-04	1.2402175101e+03	1.9498921472e-05	2.7218009387e-07	-2.8864151860e-02	-1.2404107473e+03	-7.3115880099e-04	-1.2756370396e-14	-1.2303548136e+03	-9.7107064306e+00	-9.3084963737e-08	8.6248987432e-04	2.0423377253e-01	9.5260675278e-06	1.6998765155e-04	5.4156484684e-03
2.0417379447e-08	-3.3350491524e-01	-5.9039142494e-01	2.4522119908e-01	1.2404277353e+03	5.6969377147e-04	1.2402123632e+03	1.9498840552e-05	2.7219024681e-07	-2.8864211785e-02	-1.2404108184e+03	-7.3115838285e-04	-1.2756397501e-14	-1.2303541050e+03	-9.7106998898e+00	-9.3085418484e-08	8.8108027753e-04	2.0864052784e-01	9.7316171478e-06	1.6998755355e-04	5.4212321608e-03
2.0892961309e-08	-3.3350497484e-01	-5.9573037585e-01	2.5138795372e-01	1.2404270035e+03	5.7028945093e-04	1.2402071140e+03	1.9498758022e-05	2.7220059539e-07	-2.8864152511e-02	-1.2404109088e+03	-7.3115795151e-04	-1.2756316186e-14	-1.2303533773e+03	-9.7106957656e+00	-9.3084963737e-08	9.0003024376e-04	2.1313251565e-01	9.9411423705e-06	1.6998745327e-04	5.4269242416e-03
2.1379620895e-08	-3.3350694180e-01	-6.0119557091e-01	2.5771654477e-01	1.2404262547e+03	5.7089710049e-04	1.2402017608e+03	1.9498673857e-05	2.7221114272e-07	-2.8864093245e-02	-1.2404110196e+03	-7.3115751056e-04	-1.2756397501e-14	-1.2303526344e+03	-9.7106879481e+00	-9.3085645858e-08	9.1934498679e-04	2.1771097181e-01	1.0154700841e-05	1.6998735065e-04	5.4327253765e-03
2.1877616239e-08	-3.3350497484e-01	-6.0678418321e-01	2.6421152325e-01	1.2404254884e+03	5.7151585270e-04	1.2401963019e+03	1.9498588030e-05	2.7222189125e-07	-2.8864153199e-02	-1.2404111518e+03	-7.3115705631e-04	-1.2756343291e-14	-1.2303518772e+03	-9.7106808085e+00	-9.3085191111e-08	9.3902971236e-04	2.2237713039e-01	1.0372350121e-05	1.6998724564e-04	5.4386381561e-03
2.2387211386e-08	-3.3350497484e-01	-6.1250489737e-01	2.7087757778e-01	1.2404247043e+03	5.7214675167e-04	1.2401907358e+03	1.9498500517e-05	2.7223284396e-07	-2.8864153552e-02	-1.2404113070e+03	-7.3115659597e-04	-1.2756343291e-14	-1.2303510981e+03	-9.7106758479e+00	-9.3085191111e-08	9.5908961468e-04	2.2713222259e-01	1.0594147640e-05	1.6998713819e-04	5.4446632613e-03
2.2908676528e-08	-3.3350324631e-01	-6.1835693019e-01	2.7771953908e-01	1.2404239019e+03	5.7278947224e-04	1.2401850607e+03	1.9498411292e-05	2.7224400352e-07	-2.8863975098e-02	-1.2404114867e+03	-7.3115612585e-04	-1.2756289081e-14	-1.2303503027e+03	-9.7106707434e+00	-9.3084736363e-08	9.7952987033e-04	2.3197747549e-01	1.0820150634e-05	1.6998702823e-04	5.4508027324e-03
2.3442288153e-08	-3.3350497484e-01	-6.2434910582e-01	2.8474238446e-01	1.2404230809e+03	5.7344446122e-04	1.2401792751e+03	1.9498320327e-05	2.7225537294e-07	-2.8864154287e-02	-1.2404116918e+03	-7.3115563862e-04	-1.2756316186e-14	-1.2303494873e+03	-9.7106631621e+00	-9.3084963737e-08	1.0003556330e-03	2.3691411077e-01	1.1050416087e-05	1.6998691571e-04	5.4570578327e-03
2.3988329190e-08	-3.3350896835e-01	-6.3048269120e-01	2.9195124239e-01	1.2404222407e+03	5.7411158605e-04	1.2401733771e+03	1.9498227598e-05	2.7226695483e-07	-2.8863975851e-02	-1.2404119245e+03	-7.3115514513e-04	-1.2756316186e-14	-1.2303486500e+03	-9.7106564835e+00	-9.3084963737e-08	1.0215720279e-03	2.4194334334e-01	1.1285000666e-05	1.6998680057e-04	5.4634303933e-03
2.4547089157e-08	-3.3350521326e-01	-6.3675139776e-01	2.9935139741e-01	1.2404213809e+03	5.7479112252e-04	1.2401673653e+03	1.9498133078e-05	2.7227875172e-07	-2.8863916639e-02	-1.2404121859e+03	-7.3115463441e-04	-1.2756289081e-14	-1.2303478003e+03	-9.7106502621e+00	-9.3084736363e-08	1.0431841457e-03	2.4706637989e-01	1.1523960659e-05	1.6998668275e-04	5.4699218269e-03
2.5118864315e-08	-3.3350515366e-01	-6.4316999339e-01	3.0694829497e-01	1.2404205011e+03	5.7548316363e-04	1.2401612379e+03	1.9498036741e-05	2.7229076652e-07	-2.8863976637e-02	-1.2404124778e+03	-7.3115412094e-04	-1.2756289081e-14	-1.2303469267e+03	-9.7106440420e+00	-9.3084736363e-08	1.0651970362e-03	2.5228441745e-01	1.1767351899e-05	1.6998656218e-04	5.4765337147e-03
2.5703957828e-08	-3.3350515366e-01	-6.4973806456e-01	3.1474754653e-01	1.2404196008e+03	5.7618835035e-04	1.2401549933e+03	1.9497938561e-05	2.7230300189e-07	-2.8863977048e-02	-1.2404128019e+03	-7.3115358648e-04	-1.2756289081e-14	-1.2303460340e+03	-9.7106364033e+00	-9.3084508990e-08	1.0876157018e-03	2.5759864183e-01	1.2015229696e-05	1.6998643881e-04	5.4832670746e-03
2.6302679919e-08	-3.3350133896e-01	-6.5645527690e-01	3.2275493477e-01	1.2404186796e+03	5.7690609628e-04	1.2401486298e+03	1.9497838512e-05	2.7231546036e-07	-2.8863977459e-02	-1.2404131602e+03	-7.3115304914e-04	-1.2756261976e-14	-1.2303451233e+03	-9.7106297296e+00	-9.3084508990e-08	1.1104450908e-03	2.6301022598e-01	1.2267648764e-05	1.6998631256e-04	5.4901241333e-03
2.6915348039e-08	-3.3350521326e-01	-6.6333663584e-01	3.3097641899e-01	1.2404177369e+03	5.7763717405e-04	1.2401421458e+03	1.9497736568e-05	2.7232814471e-07	-2.8863918287e-02	-1.2404135545e+03	-7.3115248703e-04	-1.2756261976e-14	-1.2303441858e+03	-9.7106206714e+00	-9.3084508990e-08	1.1336900903e-03	2.6852032837e-01	1.2524663136e-05	1.6998618338e-04	5.4971057385e-03
2.7542287033e-08	-3.3349943161e-01	-6.7036861947e-01	3.3941814062e-01	1.2404167722e+03	5.7838111911e-04	1.2401355396e+03	1.9497632703e-05	2.7234105735e-07	-2.8863978325e-02	-1.2404139867e+03	-7.3115192192e-04	-1.2756261976e-14	-1.2303432331e+03	-9.7106144512e+00	-9.3084281616e-08	1.1573555186e-03	2.7413009116e-01	1.2786326090e-05	1.6998605118e-04	5.5042139512e-03
2.8183829313e-08	-3.3350920677e-01	-6.7757975240e-01	3.4808642897e-01	1.2404157851e+03	5.7913888281e-04	1.2401288096e+03	1.9497526891e-05	2.7235420101e-07	-2.8863740361e-02	-1.2404144592e+03	-7.3115133189e-04	-1.2756234870e-14	-1.2303422461e+03	-9.7106048353e+00	-9.3084508990e-08	1.1814461176e-03	2.7984063836e-01	1.3052690053e-05	1.6998591590e-04	5.5114493947e-03
2.8840315031e-08	-3.3349561691e-01	-6.8493570350e-01	3.5698780708e-01	1.2404147750e+03	5.7990960067e-04	1.2401219541e+03	1.9497419106e-05	2.7236757766e-07	-2.8863979223e-02	-1.2404149736e+03	-7.3115074963e-04	-1.2756234870e-14	-1.2303412542e+03	-9.7105998835e+00	-9.3084054242e-08	1.2059665442e-03	2.8565307394e-01	1.3323806518e-05	1.6998577748e-04	5.5188144725e-03
2.9512092267e-08	-3.3351498842e-01	-6.9249569056e-01	3.6612899778e-01	1.2404137413e+03	5.8069495299e-04	1.2401149715e+03	1.9497309324e-05	2.7238119044e-07	-2.8863681688e-02	-1.2404155330e+03	-7.3115012049e-04	-1.2756153555e-14	-1.2303402128e+03	-9.7105885698e+00	-9.3084508990e-08	1.2309213629e-03	2.9156847980e-01	1.3599725951e-05	1.6998563582e-04	5.5263090234e-03
3.0199517204e-08	-3.3348017931e-01	-7.0017787845e-01	3.7551692990e-01	1.2404126836e+03	5.8149241886e-04	1.2401078603e+03	1.9497197518e-05	2.7239504093e-07	-2.8864158969e-02	-1.2404161386e+03	-7.3114953171e-04	-1.2756289081e-14	-1.2303391953e+03	-9.7105827441e+00	-9.3083826869e-08	1.2563150358e-03	2.9758791372e-01	1.3880497691e-05	1.6998549087e-04	5.5339370377e-03
3.0902954325e-08	-3.3353841305e-01	-7.0813131422e-01	3.8515874464e-01	1.2404116012e+03	5.8230657578e-04	1.2401006187e+03	1.9497083664e-05	2.7240913237e-07	-2.8863146239e-02	-1.2404167951e+03	-7.3114883405e-04	-1.2756099345e-14	-1.2303380699e+03	-9.7105684942e+00	-9.3085191111e-08	1.2821519150e-03	3.0371240722e-01	1.4166169851e-05	1.6998534255e-04	5.5416953962e-03
3.1622776602e-08	-3.3342808485e-01	-7.1610268953e-01	3.9506180218e-01	1.2404104937e+03	5.8312989881e-04	1.2400932453e+03	1.9496967735e-05	2.7242346535e-07	-2.8864755957e-02	-1.2404175010e+03	-7.3114828936e-04	-1.2756397501e-14	-1.2303370676e+03	-9.7105719490e+00	-9.3082690000e-08	1.3084362304e-03	3.0994296327e-01	1.4456789217e-05	1.6998519077e-04	5.5495929978e-03
3.2359365693e-08	-3.3350163698e-01	-7.2444342292e-01	4.0523368840e-01	1.2404093603e+03	5.8397261751e-04	1.2400857384e+03	1.9496849710e-05	2.7243804433e-07	-2.8863683659e-02	-1.2404182643e+03	-7.3114754833e-04	-1.2756207765e-14	-1.2303358774e+03	-9.7105562818e+00	-9.3083826869e-08	1.3351720849e-03	3.1628055404e-01	1.4752401131e-05	1.6998503545e-04	5.5576210077e-03
3.3113112148e-08	-3.3348602057e-01	-7.3288895897e-01	4.1568222185e-01	1.2404082005e+03	5.8482708369e-04	1.2400780966e+03	1.9496729562e-05	2.7245286952e-07	-2.8864041797e-02	-1.2404190837e+03	-7.3114688008e-04	-1.2756207765e-14	-1.2303347397e+03	-9.7105495020e+00	-9.3083372121e-08	1.3623634382e-03	3.2272611845e-01	1.5053049391e-05	1.6998487651e-04	5.5657883596e-03
3.3884415614e-08	-3.3352309465e-01	-7.4158301684e-01	4.2641546087e-01	1.2404070137e+03	5.8569771659e-04	1.2400703182e+03	1.9496607268e-05	2.7246794374e-07	-2.8863207906e-02	-1.2404199649e+03	-7.3114614264e-04	-1.2756099345e-14	-1.2303335323e+03	-9.7105338286e+00	-9.3084054242e-08	1.3900141012e-03	3.2928055970e-01	1.5358776124e-05	1.6998471388e-04	5.5740919109e-03
3.4673685045e-08	-3.3347660303e-01	-7.5039666914e-01	4.3744171093e-01	1.2404057993e+03	5.8658035687e-04	1.2400624018e+03	1.9496482804e-05	2.7248326812e-07	-2.8863923668e-02	-1.2404209081e+03	-7.3114547054e-04	-1.2756207765e-14	-1.2303323679e+03	-9.7105296132e+00	-9.3083372121e-08	1.4181277219e-03	3.3594474270e-01	1.5669621676e-05	1.6998454745e-04	5.5825370144e-03
3.5481338923e-08	-3.3352696896e-01	-7.5951199309e-01	4.4876953209e-01	1.2404045566e+03	5.8748050401e-04	1.2400543460e+03	1.9496356147e-05	2.7249884566e-07	-2.8863149411e-02	-1.2404219197e+03	-7.3114469633e-04	-1.2756045135e-14	-1.2303310909e+03	-9.7105142775e+00	-9.3084281616e-08	1.4467077774e-03	3.4271949144e-01	1.5985624478e-05	1.6998437715e-04	5.5911193407e-03
3.6307805477e-08	-3.3345907927e-01	-7.6872207603e-01	4.6040774680e-01	1.2404032849e+03	5.8839193184e-04	1.2400461492e+03	1.9496227274e-05	2.7251467668e-07	-2.8864282409e-02	-1.2404229995e+03	-7.3114401275e-04	-1.2756234870e-14	-1.2303298864e+03	-9.7105138656e+00	-9.3082462627e-08	1.4757575583e-03	3.4960558622e-01	1.6306820930e-05	1.6998420288e-04	5.5998461832e-03
3.7153522910e-08	-3.3356207609e-01	-7.7831602772e-01	4.7236544774e-01	1.2404019836e+03	5.8932330057e-04	1.2400378101e+03	1.9496096165e-05	2.7253076451e-07	-2.8862375751e-02	-1.2404241561e+03	-7.3114314321e-04	-1.2755936715e-14	-1.2303285074e+03	-9.7104905099e+00	-9.3084736363e-08	1.5052801618e-03	3.5660376087e-01	1.6633245255e-05	1.6998402456e-04	5.6087099371e-03
3.8018939632e-08	-3.3340281248e-01	-7.8787353861e-01	4.8465200598e-01	1.2404006520e+03	5.9026190365e-04	1.2400293273e+03	1.9495962794e-05	2.7254710785e-07	-2.8865237233e-02	-1.2404253853e+03	-7.3114250234e-04	-1.2756316186e-14	-1.2303273239e+03	-9.7104988339e+00	-9.3080871011e-08	1.5352784731e-03	3.6371469980e-01	1.6964929386e-05	1.6998384208e-04	5.6177242194e-03
3.8904514499e-08	-3.3365142345e-01	-7.9805779025e-01	4.9727707931e-01	1.2403992894e+03	5.9122768994e-04	1.2400206995e+03	1.9495827145e-05	2.7256371205e-07	-2.8860767725e-02	-1.2404267030e+03	-7.3114147524e-04	-1.2755638559e-14	-1.2303257570e+03	-9.7104589765e+00	-9.3087010100e-08	1.5657551619e-03	3.7093903504e-01	1.7301902792e-05	1.6998365535e-04	5.6268700327e-03
3.9810717055e-08	-3.3322423697e-01	-8.0780974812e-01	5.1025062072e-01	1.2403978951e+03	5.9218820684e-04	1.2400119253e+03	1.9495689191e-05	2.7258057183e-07	-2.8868337762e-02	-1.2404280937e+03	-7.3114103677e-04	-1.2756749867e-14	-1.2303247433e+03	-9.7104980077e+00	-9.3077005658e-08	1.5967126550e-03	3.7827734320e-01	1.7644192386e-05	1.6998346427e-04	5.6361805184e-03
4.0738027780e-08	-3.3399337530e-01	-8.1897348489e-01	5.2358288717e-01	1.2403964683e+03	5.9319989850e-04	1.2400030034e+03	1.9495548924e-05	2.7259769984e-07	-2.8854510812e-02	-1.2404295952e+03	-7.3113951338e-04	-1.2754689882e-14	-1.2303226643e+03	-9.7103948897e+00	-9.3094513431e-08	1.6281531472e-03	3.8573014225e-01	1.7991822297e-05	1.6998326874e-04	5.6456001550e-03
4.1686938347e-08	-3.3254641294e-01	-8.2820330299e-01	5.3728444854e-01	1.2403950082e+03	5.9416005729e-04	1.2399939327e+03	1.9495406302e-05	2.7261507565e-07	-2.8880497826e-02	-1.2404311503e+03	-7.3113992448e-04	-1.2758538800e-14	-1.2303224640e+03	-9.7105560849e+00	-9.3060862127e-08	1.6600785454e-03	3.9329788838e-01	1.8344813860e-05	1.6998306865e-04	5.6552319208e-03
4.2657951880e-08	-3.3349627256e-01	-8.4003479776e-01	5.5136619728e-01	1.2403935142e+03	5.9520793025e-04	1.2399847121e+03	1.9495261337e-05	2.7263272885e-07	-2.8863333191e-02	-1.2404328466e+03	-7.3113821725e-04	-1.2756018030e-14	-1.2303201618e+03	-9.7104315028e+00	-9.3082917374e-08	1.6924905208e-03	4.0098097207e-01	1.8703185214e-05	1.6998286391e-04	5.6649376054e-03
4.3651583224e-08	-3.3349615335e-01	-8.5118738112e-01	5.6583935659e-01	1.2403919853e+03	5.9624250275e-04	1.2399753403e+03	1.9495113991e-05	2.7265063888e-07	-2.8863453103e-02	-1.2404346283e+03	-7.3113730560e-04	-1.2756018030e-14	-1.2303186445e+03	-9.7104199411e+00	-9.3082690000e-08	1.7253904174e-03	4.0877971606e-01	1.9066951466e-05	1.6998265439e-04	5.6748183132e-03
4.4668359215e-08	-3.3349633217e-01	-8.6259965457e-01	5.8071547840e-01	1.2403904209e+03	5.9729222539e-04	1.2399658163e+03	1.9494964251e-05	2.7266881253e-07	-2.8863274994e-02	-1.2404365179e+03	-7.3113638544e-04	-1.2756018030e-14	-1.2303170929e+03	-9.7104071019e+00	-9.3082690000e-08	1.7587793491e-03	4.1669438328e-01	1.9436124865e-05	1.6998244000e-04	5.6848460604e-03
4.5708818961e-08	-3.3349639177e-01	-8.7427766359e-01	5.9600649838e-01	1.2403888199e+03	5.9835742923e-04	1.2399561392e+03	1.9494812104e-05	2.7268724966e-07	-2.8863216114e-02	-1.2404385199e+03	-7.3113544210e-04	-1.2755963820e-14	-1.2303155031e+03	-9.7103959706e+00	-9.3082235253e-08	1.7926579692e-03	4.2472512838e-01	1.9810712626e-05	1.6998222061e-04	5.6950207281e-03
4.6773514129e-08	-3.3349454403e-01	-8.8622568703e-01	6.1172468787e-01	1.2403871818e+03	5.9943801966e-04	1.2399463079e+03	1.9494657533e-05	2.7270595032e-07	-2.8863157244e-02	-1.2404406397e+03	-7.3113448273e-04	-1.2755936715e-14	-1.2303138800e+03	-9.7103828375e+00	-9.3082235253e-08	1.8270267015e-03	4.3287205196e-01	2.0190719440e-05	1.6998199612e-04	5.7053425486e-03
4.7863009232e-08	-3.3349454403e-01	-8.9845386974e-01	6.2788268942e-01	1.2403855054e+03	6.0053405446e-04	1.2399363216e+03	1.9494500525e-05	2.7272491468e-07	-2.8863158008e-02	-1.2404428827e+03	-7.3113348903e-04	-1.2755909610e-14	-1.2303122177e+03	-9.7103687415e+00	-9.3082235253e-08	1.8618856206e-03	4.4113517173e-01	2.0576146134e-05	1.6998176639e-04	5.7158114852e-03
4.8977881937e-08	-3.3349651098e-01	-9.1096868919e-01	6.4449353228e-01	1.2403837900e+03	6.0164534375e-04	1.2399261795e+03	1.9494341067e-05	2.7274414219e-07	-2.8863099182e-02	-1.2404452546e+03	-7.3113247542e-04	-1.2755909610e-14	-1.2303105125e+03	-9.7103566087e+00	-9.3082007879e-08	1.8972344147e-03	4.4951441369e-01	2.0966989255e-05	1.6998153131e-04	5.7264276186e-03
5.0118723363e-08	-3.3349281549e-01	-9.2376914421e-01	6.6157063751e-01	1.2403820347e+03	6.0277221610e-04	1.2399158809e+03	1.9494179148e-05	2.7276363192e-07	-2.8862980769e-02	-1.2404477615e+03	-7.3113143815e-04	-1.2755882505e-14	-1.2303087769e+03	-9.7103407612e+00	-9.3082690000e-08	1.9330723935e-03	4.5800961393e-01	2.1363241161e-05	1.6998129076e-04	5.7371903881e-03
5.1286138399e-08	-3.3349287510e-01	-9.3687155403e-01	6.7912782795e-01	1.2403802384e+03	6.0391425723e-04	1.2399054249e+03	1.9494014756e-05	2.7278338346e-07	-2.8862921972e-02	-1.2404504092e+03	-7.3113038437e-04	-1.2755909610e-14	-1.2303069925e+03	-9.7103288516e+00	-9.3081780506e-08	1.9693984706e-03	4.6662051567e-01	2.1764889869e-05	1.6998104461e-04	5.7480998424e-03
5.2480746025e-08	-3.3349269629e-01	-9.5027904425e-01	6.9717934006e-01	1.2403784004e+03	6.0507181865e-04	1.2398948112e+03	1.9493847883e-05	2.7280339612e-07	-2.8863101612e-02	-1.2404532039e+03	-7.3112930666e-04	-1.2755828295e-14	-1.2303051691e+03	-9.7103142057e+00	-9.3081325758e-08	2.0062111519e-03	4.7534676457e-01	2.2171918854e-05	1.6998079272e-04	5.7591551313e-03
5.3703179637e-08	-3.3349090815e-01	-9.6399680937e-01	7.1573983599e-01	1.2403765195e+03	6.0624442312e-04	1.2398840391e+03	1.9493678520e-05	2.7282366780e-07	-2.8862983265e-02	-1.2404561528e+03	-7.3112818670e-04	-1.2755828295e-14	-1.2303033047e+03	-9.7102996638e+00	-9.3080871011e-08	2.0435085134e-03	4.8418790411e-01	2.2584306823e-05	1.6998053496e-04	5.7703560867e-03
5.4954087386e-08	-3.3344876766e-01	-9.7799396952e-01	7.3482441520e-01	1.2403745948e+03	6.0743317272e-04	1.2398731082e+03	1.9493506659e-05	2.7284419844e-07	-2.8863162923e-02	-1.2404592620e+03	-7.3112707893e-04	-1.2756099345e-14	-1.2303014545e+03	-9.7102670627e+00	-9.3088601716e-08	2.0812881830e-03	4.9314337143e-01	2.3002027520e-05	1.6998027120e-04	5.7817008224e-03
5.6234132519e-08	-3.3348917961e-01	-9.9240003124e-01	7.5444862571e-01	1.2403726253e+03	6.0863518820e-04	1.2398620182e+03	1.9493332300e-05	2.7286498299e-07	-2.8862806175e-02	-1.2404625395e+03	-7.3112592864e-04	-1.2755774085e-14	-1.2302994432e+03	-9.7102687878e+00	-9.3081098385e-08	2.1195473138e-03	5.0221249384e-01	2.3425049571e-05	1.6998000130e-04	5.7931912470e-03
5.7543993734e-08	-3.3349102736e-01	-1.0071024408e+00	7.7462847415e-01	1.2403706099e+03	6.0985300661e-04	1.2398507688e+03	1.9493155432e-05	2.7288602271e-07	-2.8862866726e-02	-1.2404659918e+03	-7.3112470658e-04	-1.2755774085e-14	-1.2302974434e+03	-9.7102513431e+00	-9.3081325758e-08	2.1582826041e-03	5.1139448663e-01	2.3853336371e-05	1.6997972511e-04	5.8048237418e-03
5.8884365536e-08	-3.3349114656e-01	-1.0221452243e+00	7.9538044090e-01	1.2403685475e+03	6.1108571435e-04	1.2398393598e+03	1.9492976057e-05	2.7290731418e-07	-2.8862748481e-02	-1.2404696270e+03	-7.3112345989e-04	-1.2755746980e-14	-1.2302953968e+03	-9.7102355946e+00	-9.3080871011e-08	2.1974902383e-03	5.2068844600e-01	2.4286845763e-05	1.6997944249e-04	5.8165979473e-03
6.0255958607e-08	-3.3350449800e-01	-1.0375516080e+00	8.1672148953e-01	1.2403664372e+03	6.1233284327e-04	1.2398277913e+03	1.9492794172e-05	2.7292885469e-07	-2.8862749401e-02	-1.2404734527e+03	-7.3112225028e-04	-1.2755692769e-14	-1.2302932777e+03	-9.7102309395e+00	-9.3080188890e-08	2.2371658950e-03	5.3009334789e-01	2.4725529981e-05	1.6997915329e-04	5.8285128827e-03
6.1659500186e-08	-3.3348929882e-01	-1.0532877833e+00	8.3866908126e-01	1.2403642776e+03	6.1359499546e-04	1.2398160632e+03	1.9492609778e-05	2.7295064070e-07	-2.8862690771e-02	-1.2404774774e+03	-7.3112097936e-04	-1.2755719874e-14	-1.2302911606e+03	-9.7102038342e+00	-9.3080643637e-08	2.2773047255e-03	5.3960804198e-01	2.5169335371e-05	1.6997885735e-04	5.8405663365e-03
6.3095734448e-08	-3.3349126577e-01	-1.0694078692e+00	8.6124118588e-01	1.2403620678e+03	6.1487128482e-04	1.2398041756e+03	1.9492422878e-05	2.7297267023e-07	-2.8862632171e-02	-1.2404817094e+03	-7.3111967245e-04	-1.2755692769e-14	-1.2302889643e+03	-9.7101884200e+00	-9.3080188890e-08	2.3179013302e-03	5.4923124937e-01	2.5618202277e-05	1.6997855452e-04	5.8527573988e-03
6.4565422903e-08	-3.3348751068e-01	-1.0858975145e+00	8.8445629357e-01	1.2403598065e+03	6.1616178778e-04	1.2397921289e+03	1.9492233475e-05	2.7299493882e-07	-2.8862573585e-02	-1.2404861574e+03	-7.3111834393e-04	-1.2755692769e-14	-1.2302867270e+03	-9.7101682666e+00	-9.3079961516e-08	2.3589497603e-03	5.5896155968e-01	2.6072064914e-05	1.6997824463e-04	5.8650840111e-03
6.6069344801e-08	-3.3347952366e-01	-1.1027673621e+00	9.0833342480e-01	1.2403574926e+03	6.1746093002e-04	1.2397799234e+03	1.9492041574e-05	2.7301745531e-07	-2.8862932348e-02	-1.2404908303e+03	-7.3111689177e-04	-1.2756912497e-14	-1.2302843513e+03	-9.7102375427e+00	-9.3092921816e-08	2.4004434578e-03	5.6879743019e-01	2.6530851272e-05	1.6997792753e-04	5.8775495876e-03
6.7608297539e-08	-3.3348566294e-01	-1.1200435169e+00	9.3289215955e-01	1.2403551247e+03	6.1878404858e-04	1.2397675595e+03	1.9491847186e-05	2.7304017928e-07	-2.8862516094e-02	-1.2404957386e+03	-7.3111558867e-04	-1.2755719874e-14	-1.2302820759e+03	-9.7101394372e+00	-9.3081098385e-08	2.4423754188e-03	5.7873716569e-01	2.6994482428e-05	1.6997760304e-04	5.8901363924e-03
6.9183097092e-08	-3.3348381519e-01	-1.1377141449e+00	9.5815263213e-01	1.2403527017e+03	6.2011627142e-04	1.2397550378e+03	1.9491650316e-05	2.7306313967e-07	-2.8862457595e-02	-1.2405008909e+03	-7.3111415068e-04	-1.2755557244e-14	-1.2302796812e+03	-9.7101130206e+00	-9.3079506769e-08	2.4847377734e-03	5.8877893357e-01	2.7462872762e-05	1.6997727099e-04	5.9028567435e-03
7.0794578438e-08	-3.3348387480e-01	-1.1557981428e+00	9.8413554870e-01	1.2403502223e+03	6.2146132927e-04	1.2397423591e+03	1.9491450977e-05	2.7308632356e-07	-2.8862399111e-02	-1.2405062976e+03	-7.3111269040e-04	-1.2755584349e-14	-1.2302772217e+03	-9.7100931126e+00	-9.3079506769e-08	2.5275222137e-03	5.9892075556e-01	2.7935930037e-05	1.6997693121e-04	5.9157041292e-03
7.2443596007e-08	-3.3348202705e-01	-1.1743012733e+00	1.0108622062e+00	1.2403476851e+03	6.2281940586e-04	1.2397295242e+03	1.9491249182e-05	2.7310972325e-07	-2.8862340656e-02	-1.2405119691e+03	-7.3111119310e-04	-1.2755503034e-14	-1.2302747059e+03	-9.7100736303e+00	-9.3079506769e-08	2.5707197459e-03	6.0916049894e-01	2.8413554777e-05	1.6997658352e-04	5.9286753714e-03
7.4131024130e-08	-3.3348590136e-01	-1.1932409663e+00	1.0383544994e+00	1.2403450888e+03	6.2419011260e-04	1.2397165340e+03	1.9491044945e-05	2.7313333421e-07	-2.8862282219e-02	-1.2405179162e+03	-7.3110966952e-04	-1.2755530139e-14	-1.2302721262e+03	-9.7100532290e+00	-9.3079279395e-08	2.6143207355e-03	6.1949587971e-01	2.8895640448e-05	1.6997622773e-04	5.9417676541e-03
7.5857757503e-08	-3.3348226547e-01	-1.2126138989e+00	1.0666349404e+00	1.2403424321e+03	6.2557303659e-04	1.2397033896e+03	1.9490838284e-05	2.7315715001e-07	-2.8862104609e-02	-1.2405241501e+03	-7.3110810127e-04	-1.2755475929e-14	-1.2302694941e+03	-9.7100324398e+00	-9.3079052021e-08	2.6583148695e-03	6.2992445323e-01	2.9382073021e-05	1.6997586365e-04	5.9549779601e-03
7.7624711663e-08	-3.3348035812e-01	-1.2324398699e+00	1.0957266652e+00	1.2403397135e+03	6.2696811665e-04	1.2396900922e+03	1.9490629218e-05	2.7318116374e-07	-2.8862105839e-02	-1.2405306820e+03	-7.3110649907e-04	-1.2755475929e-14	-1.2302667980e+03	-9.7100117618e+00	-9.3078369900e-08	2.7026911749e-03	6.4044361845e-01	2.9872731173e-05	1.6997549109e-04	5.9683027017e-03
7.9432823472e-08	-3.3348041773e-01	-1.2527293799e+00	1.1256534559e+00	1.2403369315e+03	6.2837467567e-04	1.2396766432e+03	1.9490417768e-05	2.7320536933e-07	-2.8862047493e-02	-1.2405375240e+03	-7.3110485910e-04	-1.2755421719e-14	-1.2302640390e+03	-9.7099888002e+00	-9.3078142527e-08	2.7474379713e-03	6.5105060663e-01	3.0367485756e-05	1.6997510985e-04	5.9817386704e-03
8.1283051616e-08	-3.3348441124e-01	-1.2734950815e+00	1.1564397443e+00	1.2403340848e+03	6.2979417862e-04	1.2396630440e+03	1.9490203957e-05	2.7322975599e-07	-2.8861869941e-02	-1.2405446883e+03	-7.3110320660e-04	-1.2755069353e-14	-1.2302612333e+03	-9.7099439607e+00	-9.3074277174e-08	2.7925429171e-03	6.6174248886e-01	3.0866200171e-05	1.6997471974e-04	5.9952802928e-03
