Time            	S0              	C4              	C3              	C2H4O           	M4              	M5              	M6              	A1              	E1              	C2              	E2              	E3              	B1              	B2              	B3              	M1              	M2              	M3              	CH2O            	A2              
2.5703957828e-12	2.6899926618e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	1.8492131265e-10	1.1002261339e-11	5.1845164904e-20	1.1753209430e-17	2.3284320981e-05	2.5000000000e+00	1.6809671036e-06	2.9365744064e-17	9.9236222840e-01	7.3438049526e-03	7.0080800184e-11	4.4131720881e-17	1.1523675866e-15	4.2669997325e-20	0.0000000000e+00	1.8286060413e-09
2.6302679919e-12	2.6899069165e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	1.9141668192e-10	1.1701406030e-11	5.6221927564e-20	1.1737978270e-17	2.3283521909e-05	2.5000000000e+00	1.6787821357e-06	2.9327547515e-17	9.9233151678e-01	7.3745280561e-03	7.0395325239e-11	4.4203057118e-17	1.1813555355e-15	4.4024396196e-20	0.0000000000e+00	1.8909269668e-09
2.6915348039e-12	2.6898247968e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	1.9809240610e-10	1.2441875095e-11	6.0944213639e-20	1.1722427080e-17	2.3282756344e-05	2.5000000000e+00	1.6765507620e-06	2.9288539674e-17	9.9230210418e-01	7.4039518005e-03	7.0696548219e-11	4.4276006478e-17	1.2109797658e-15	4.5409963003e-20	0.0000000000e+00	1.9549571973e-09
2.7542287033e-12	2.6897462706e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	2.0495191199e-10	1.3225922724e-11	6.6037139305e-20	1.1706550074e-17	2.3282023986e-05	2.5000000000e+00	1.6742721062e-06	2.9248705223e-17	9.9227397907e-01	7.4320877005e-03	7.0984587005e-11	4.4350604758e-17	1.2412533555e-15	4.6827229340e-20	0.0000000000e+00	2.0207295659e-09
2.8183829313e-12	2.6896712990e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	2.1199866705e-10	1.4055915918e-11	7.1527460441e-20	1.1690341411e-17	2.3281324472e-05	2.5000000000e+00	1.6719452806e-06	2.9208028641e-17	9.9224712753e-01	7.4589496852e-03	7.1259584195e-11	4.4426888533e-17	1.2721896114e-15	4.8276740411e-20	0.0000000000e+00	2.0882773173e-09
2.8840315031e-12	2.6895998365e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	2.1923618181e-10	1.4934339724e-11	7.7443664792e-20	1.1673795194e-17	2.3280657381e-05	2.5000000000e+00	1.6695693861e-06	2.9166494214e-17	9.9222153329e-01	7.4845540396e-03	7.1521706506e-11	4.4504895165e-17	1.3038020719e-15	4.9759055342e-20	0.0000000000e+00	2.1576341310e-09
2.9512092267e-12	2.6895318314e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	2.2666801265e-10	1.5863802695e-11	8.3816068270e-20	1.1656905474e-17	2.3280022229e-05	2.5000000000e+00	1.6671435124e-06	2.9124086028e-17	9.9219717777e-01	7.5089193347e-03	7.1771144056e-11	4.4584662828e-17	1.3361045089e-15	5.1274747454e-20	0.0000000000e+00	2.2288341462e-09
3.0199517204e-12	2.6894672257e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	2.3429776463e-10	1.6847042601e-11	9.0676915508e-20	1.1639666249e-17	2.3279418477e-05	2.5000000000e+00	1.6646667384e-06	2.9080787978e-17	9.9217404022e-01	7.5320663457e-03	7.2008109530e-11	4.4666230519e-17	1.3691109298e-15	5.2824404508e-20	0.0000000000e+00	2.3019119890e-09
3.0902954325e-12	2.6894059555e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	2.4212909466e-10	1.7886932399e-11	9.8060484811e-20	1.1622071472e-17	2.3278845532e-05	2.5000000000e+00	1.6621381316e-06	2.9036583766e-17	9.9215209775e-01	7.5540179593e-03	7.2232837227e-11	4.4749638077e-17	1.4028355801e-15	5.4408628910e-20	0.0000000000e+00	2.3769028010e-09
3.1622776602e-12	2.6893479513e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	2.5016571472e-10	1.8986486479e-11	1.0600319763e-19	1.1604115049e-17	2.3278302748e-05	2.5000000000e+00	1.6595567492e-06	2.8991456909e-17	9.9213132548e-01	7.5747990704e-03	7.2445582008e-11	4.4834926200e-17	1.4372929449e-15	5.6028037881e-20	0.0000000000e+00	2.4538422696e-09
3.2359365693e-12	2.6892931383e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	2.5841139539e-10	2.0148867192e-11	1.1454373269e-19	1.1585790844e-17	2.3277789430e-05	2.5000000000e+00	1.6569216376e-06	2.8945390739e-17	9.9211169662e-01	7.5944364690e-03	7.2646618133e-11	4.4922136466e-17	1.4724977507e-15	5.7683263604e-20	0.0000000000e+00	2.5327666601e-09
3.3113112148e-12	2.6892414369e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	2.6686996947e-10	2.1377391678e-11	1.2372314496e-19	1.1567092682e-17	2.3277304838e-05	2.5000000000e+00	1.6542318331e-06	2.8898368407e-17	9.9209318263e-01	7.6129587167e-03	7.2836237999e-11	4.5011311348e-17	1.5084649679e-15	5.9374953325e-20	0.0000000000e+00	2.6137128496e-09
3.3884415614e-12	2.6891927627e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	2.7554533580e-10	2.2675539016e-11	1.3358498958e-19	1.1548014352e-17	2.3276848188e-05	2.5000000000e+00	1.6514863618e-06	2.8850372889e-17	9.9207575331e-01	7.6303960157e-03	7.3014750797e-11	4.5102494233e-17	1.5452098118e-15	6.1103769427e-20	0.0000000000e+00	2.6967183616e-09
3.4673685045e-12	2.6891470273e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	2.8444146324e-10	2.4046957690e-11	1.4417545084e-19	1.1528549613e-17	2.3276418658e-05	2.5000000000e+00	1.6486842401e-06	2.8801386989e-17	9.9205937696e-01	7.6467800684e-03	7.3182481079e-11	4.5195729445e-17	1.5827477447e-15	6.2870389476e-20	0.0000000000e+00	2.7818214031e-09
3.5481338923e-12	2.6891041385e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	2.9356239475e-10	2.5495473420e-11	1.5554347657e-19	1.1508692193e-17	2.3276015392e-05	2.5000000000e+00	1.6458244747e-06	2.8751393347e-17	9.9204402055e-01	7.6621439311e-03	7.3339767256e-11	4.5291062259e-17	1.6210944773e-15	6.4675506235e-20	0.0000000000e+00	2.8690609015e-09
3.6307805477e-12	2.6890640006e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	3.0291225159e-10	2.7025097339e-11	1.6774091786e-19	1.1488435799e-17	2.3275637501e-05	2.5000000000e+00	1.6429060633e-06	2.8700374438e-17	9.9202964983e-01	7.6765218612e-03	7.3486960034e-11	4.5388538925e-17	1.6602659701e-15	6.6519827647e-20	0.0000000000e+00	2.9584765443e-09
3.7153522910e-12	2.6890265151e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	3.1249523768e-10	2.8640034562e-11	1.8082267448e-19	1.1467774116e-17	2.3275284071e-05	2.5000000000e+00	1.6399279946e-06	2.8648312587e-17	9.9201622951e-01	7.6899491587e-03	7.3624420795e-11	4.5488206689e-17	1.7002784348e-15	6.8404076800e-20	0.0000000000e+00	3.0501088179e-09
3.8018939632e-12	2.6889915811e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	3.2231564399e-10	3.0344693151e-11	1.9484684612e-19	1.1446700817e-17	2.3274954163e-05	2.5000000000e+00	1.6368892491e-06	2.8595189969e-17	9.9200372342e-01	7.7024620054e-03	7.3752519946e-11	4.5590113810e-17	1.7411483355e-15	7.0328991860e-20	0.0000000000e+00	3.1439990488e-09
3.8904514499e-12	2.6889590956e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	3.3237785299e-10	3.2143693500e-11	2.0987488970e-19	1.1425209562e-17	2.3274646822e-05	2.5000000000e+00	1.6337887989e-06	2.8540988617e-17	9.9199209468e-01	7.7140972993e-03	7.3871635227e-11	4.5694309585e-17	1.7828923898e-15	7.2295325991e-20	0.0000000000e+00	3.2401894444e-09
3.9810717055e-12	2.6889289540e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	3.4268634322e-10	3.4041878153e-11	2.2597178282e-19	1.1403294011e-17	2.3274361077e-05	2.5000000000e+00	1.6306256087e-06	2.8485690432e-17	9.9198130584e-01	7.7248924894e-03	7.3982150018e-11	4.5800844369e-17	1.8255275698e-15	7.4303847248e-20	0.0000000000e+00	3.3387231342e-09
4.0738027780e-12	2.6889010509e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	3.5324569378e-10	3.6044322097e-11	2.4320619383e-19	1.1380947821e-17	2.3274095946e-05	2.5000000000e+00	1.6273986359e-06	2.8429277188e-17	9.9197131909e-01	7.7348854086e-03	7.4084451633e-11	4.5909769598e-17	1.8690711029e-15	7.6355338461e-20	0.0000000000e+00	3.4396442123e-09
4.1686938347e-12	2.6888752799e-04	2.5000000000e+00	0.0000000000e+00	0.0000000000e+00	3.6406058895e-10	3.8156343517e-11	2.6165065850e-19	1.1358164659e-17	2.3273850445e-05	2.5000000000e+00	1.6241068313e-06	2.8371730546e-17	9.9196209639e-01	7.7441141090e-03	7.4178929623e-11	4.6021137812e-17	1.9135404727e-15	7.8450597093e-20	0.0000000000e+00	3.5429977787e-09
