Time            	C4              	C2              	S0              	C2H4O           	E1              	E3              	E2              	CH2O            	A2              	B1              	B2              	B3              	A1              	M1              	M2              	M3              	M4              	M5              	M6              	C3              
1.7782794100e-09	2.5000000000e+00	2.5000000000e+00	7.4210443533e-10	0.0000000000e+00	4.1763483231e-08	9.9425013048e-23	1.8245283911e-09	0.0000000000e+00	3.7582591531e-13	9.9745495010e-01	2.5450049203e-03	1.7072277685e-11	4.9776298258e-23	1.5508548486e-17	1.3160465250e-14	6.7060488643e-20	2.6051827827e-11	6.0443286367e-10	1.2084657843e-17	0.0000000000e+00
1.8197008586e-09	2.5000000000e+00	2.5000000000e+00	7.4204210518e-10	0.0000000000e+00	4.1756470901e-08	8.1993201515e-23	1.5046780973e-09	0.0000000000e+00	3.7582591869e-13	9.9745495041e-01	2.5450049211e-03	1.7072277691e-11	4.3141420069e-23	1.5508600339e-17	1.3160529434e-14	6.7060816953e-20	2.6051828068e-11	6.1919021650e-10	1.2494508373e-17	0.0000000000e+00
1.8620871367e-09	2.5000000000e+00	2.5000000000e+00	7.4199329360e-10	0.0000000000e+00	4.1750979450e-08	6.8342115041e-23	1.2541990225e-09	0.0000000000e+00	3.7582592209e-13	9.9745495065e-01	2.5450049217e-03	1.7072277695e-11	3.8028256016e-23	1.5508649635e-17	1.3160586819e-14	6.7061110333e-20	2.6051828310e-11	6.3429131225e-10	1.2915398167e-17	0.0000000000e+00
1.9054607180e-09	2.5000000000e+00	2.5000000000e+00	7.4195530616e-10	0.0000000000e+00	4.1746705748e-08	5.7718206140e-23	1.0592645847e-09	0.0000000000e+00	3.7582592552e-13	9.9745495084e-01	2.5450049222e-03	1.7072277698e-11	3.4135506353e-23	1.5508697216e-17	1.3160639037e-14	6.7061377152e-20	2.6051828555e-11	6.4974415770e-10	1.3347540786e-17	0.0000000000e+00
1.9498445998e-09	2.5000000000e+00	2.5000000000e+00	7.4192592976e-10	0.0000000000e+00	4.1743400815e-08	4.9502540599e-23	9.0851817307e-10	0.0000000000e+00	3.7582592900e-13	9.9745495097e-01	2.5450049225e-03	1.7072277701e-11	3.1215730044e-23	1.5508743788e-17	1.3160687440e-14	6.7061624345e-20	2.6051828802e-11	6.6555694617e-10	1.3791153561e-17	0.0000000000e+00
1.9952623150e-09	2.5000000000e+00	2.5000000000e+00	7.4190336058e-10	0.0000000000e+00	4.1740861714e-08	4.3190640794e-23	7.9270330228e-10	0.0000000000e+00	3.7582593252e-13	9.9745495108e-01	2.5450049228e-03	1.7072277702e-11	2.9067280714e-23	1.5508789940e-17	1.3160733141e-14	6.7061857625e-20	2.6051829054e-11	6.8173806181e-10	1.4246457817e-17	0.0000000000e+00
2.0417379447e-09	2.5000000000e+00	2.5000000000e+00	7.4188613601e-10	0.0000000000e+00	4.1738923899e-08	3.8373466583e-23	7.0431463470e-10	0.0000000000e+00	3.7582593611e-13	9.9745495115e-01	2.5450049230e-03	1.7072277704e-11	2.7526697782e-23	1.5508836169e-17	1.3160777056e-14	6.7062081695e-20	2.6051829309e-11	6.9829608404e-10	1.4713679111e-17	0.0000000000e+00
2.0892961309e-09	2.5000000000e+00	2.5000000000e+00	7.4187308052e-10	0.0000000000e+00	4.1737455117e-08	3.4722252939e-23	6.3731977602e-10	0.0000000000e+00	3.7582593976e-13	9.9745495120e-01	2.5450049231e-03	1.7072277705e-11	2.6462640500e-23	1.5508882885e-17	1.3160819938e-14	6.7062300402e-20	2.6051829570e-11	7.1523979216e-10	1.5193047473e-17	0.0000000000e+00
2.1379620895e-09	2.5000000000e+00	2.5000000000e+00	7.4186325326e-10	0.0000000000e+00	4.1736349521e-08	3.1973874401e-23	5.8689072642e-10	0.0000000000e+00	3.7582594348e-13	9.9745495124e-01	2.5450049232e-03	1.7072277705e-11	2.5770032913e-23	1.5508930440e-17	1.3160862400e-14	6.7062516905e-20	2.6051829835e-11	7.3257816994e-10	1.5684797663e-17	0.0000000000e+00
2.1877616239e-09	2.5000000000e+00	2.5000000000e+00	7.4185590797e-10	0.0000000000e+00	4.1735523156e-08	2.9919633780e-23	5.4919816069e-10	0.0000000000e+00	3.7582594734e-13	9.9745495126e-01	2.5450049233e-03	1.7072277706e-11	2.5365578810e-23	1.5508979134e-17	1.3160904948e-14	6.7062733791e-20	2.6051830106e-11	7.5032041043e-10	1.6189169431e-17	0.0000000000e+00
2.2387211386e-09	2.5000000000e+00	2.5000000000e+00	7.4185045966e-10	0.0000000000e+00	4.1734910205e-08	2.8395912662e-23	5.2123994032e-10	0.0000000000e+00	3.7582595118e-13	9.9745495127e-01	2.5450049233e-03	1.7072277706e-11	2.5184020568e-23	1.5509029203e-17	1.3160947995e-14	6.7062953176e-20	2.6051830383e-11	7.6847592078e-10	1.6706407813e-17	0.0000000000e+00
2.2908676528e-09	2.5000000000e+00	2.5000000000e+00	7.4184644769e-10	0.0000000000e+00	4.1734458846e-08	2.7273888865e-23	5.0065231386e-10	0.0000000000e+00	3.7582595512e-13	9.9745495127e-01	2.5450049233e-03	1.7072277706e-11	2.5174027380e-23	1.5509080886e-17	1.3160991884e-14	6.7063176820e-20	2.6051830666e-11	7.8705432729e-10	1.7236763369e-17	0.0000000000e+00
2.3442288153e-09	2.5000000000e+00	2.5000000000e+00	7.4184351590e-10	0.0000000000e+00	4.1734129011e-08	2.6453961012e-23	4.8560774048e-10	0.0000000000e+00	3.7582595917e-13	9.9745495127e-01	2.5450049233e-03	1.7072277706e-11	2.5295963131e-23	1.5509134369e-17	1.3161036901e-14	6.7063406184e-20	2.6051830954e-11	8.0606548048e-10	1.7780492499e-17	0.0000000000e+00
2.3988329190e-09	2.5000000000e+00	2.5000000000e+00	7.4184139040e-10	0.0000000000e+00	4.1733889886e-08	2.5859527109e-23	4.7470067852e-10	0.0000000000e+00	3.7582596331e-13	9.9745495126e-01	2.5450049233e-03	1.7072277706e-11	2.5519398408e-23	1.5509189828e-17	1.3161083285e-14	6.7063642500e-20	2.6051831250e-11	8.2551946031e-10	1.8337857728e-17	0.0000000000e+00
2.4547089157e-09	2.5000000000e+00	2.5000000000e+00	7.4183986159e-10	0.0000000000e+00	4.1733717892e-08	2.5431972458e-23	4.6685562532e-10	0.0000000000e+00	3.7582596755e-13	9.9745495125e-01	2.5450049233e-03	1.7072277706e-11	2.5821105456e-23	1.5509247424e-17	1.3161131244e-14	6.7063886824e-20	2.6051831552e-11	8.4542658154e-10	1.8909128002e-17	0.0000000000e+00
2.5118864315e-09	2.5000000000e+00	2.5000000000e+00	7.4183877101e-10	0.0000000000e+00	4.1733595199e-08	2.5126975054e-23	4.6125933268e-10	0.0000000000e+00	3.7582597188e-13	9.9745495123e-01	2.5450049232e-03	1.7072277705e-11	2.6183580198e-23	1.5509307306e-17	1.3161180958e-14	6.7064140078e-20	2.6051831861e-11	8.6579739920e-10	1.9494578976e-17	0.0000000000e+00
2.5703957828e-09	2.5000000000e+00	2.5000000000e+00	7.4183799935e-10	0.0000000000e+00	4.1733508386e-08	2.4911169155e-23	4.5729958554e-10	0.0000000000e+00	3.7582597631e-13	9.9745495121e-01	2.5450049232e-03	1.7072277705e-11	2.6593707703e-23	1.5509369615e-17	1.3161232589e-14	6.7064403088e-20	2.6051832177e-11	8.8664271414e-10	2.0094493325e-17	0.0000000000e+00
2.6302679919e-09	2.5000000000e+00	2.5000000000e+00	7.4183745831e-10	0.0000000000e+00	4.1733447518e-08	2.4759860770e-23	4.5452327992e-10	0.0000000000e+00	3.7582598085e-13	9.9745495120e-01	2.5450049231e-03	1.7072277705e-11	2.7041848546e-23	1.5509434494e-17	1.3161286282e-14	6.7064676607e-20	2.6051832501e-11	9.0797357885e-10	2.0709161086e-17	0.0000000000e+00
2.6915348039e-09	2.5000000000e+00	2.5000000000e+00	7.4183708211e-10	0.0000000000e+00	4.1733405197e-08	2.4654660246e-23	4.5259299003e-10	0.0000000000e+00	3.7582598552e-13	9.9745495118e-01	2.5450049231e-03	1.7072277704e-11	2.7520891761e-23	1.5509502078e-17	1.3161342178e-14	6.7064961341e-20	2.6051832832e-11	9.2980130322e-10	2.1338879873e-17	0.0000000000e+00
2.7542287033e-09	2.5000000000e+00	2.5000000000e+00	7.4183682294e-10	0.0000000000e+00	4.1733376039e-08	2.4582177856e-23	4.5126303703e-10	0.0000000000e+00	3.7582599024e-13	9.9745495115e-01	2.5450049230e-03	1.7072277704e-11	2.8025733255e-23	1.5509572505e-17	1.3161400409e-14	6.7065257967e-20	2.6051833171e-11	9.5213746061e-10	2.1983955259e-17	0.0000000000e+00
2.8183829313e-09	2.5000000000e+00	2.5000000000e+00	7.4183664602e-10	0.0000000000e+00	4.1733356136e-08	2.4532704105e-23	4.5035526067e-10	0.0000000000e+00	3.7582599509e-13	9.9745495113e-01	2.5450049230e-03	1.7072277704e-11	2.8552748236e-23	1.5509645916e-17	1.3161461104e-14	6.7065567147e-20	2.6051833517e-11	9.7499389393e-10	2.2644701050e-17	0.0000000000e+00
2.8840315031e-09	2.5000000000e+00	2.5000000000e+00	7.4183652647e-10	0.0000000000e+00	4.1733342687e-08	2.4499274856e-23	4.4974187892e-10	0.0000000000e+00	3.7582600006e-13	9.9745495111e-01	2.5450049229e-03	1.7072277703e-11	2.9099417284e-23	1.5509722454e-17	1.3161524393e-14	6.7065889538e-20	2.6051833872e-11	9.9838272198e-10	2.3321439609e-17	0.0000000000e+00
2.9512092267e-09	2.5000000000e+00	2.5000000000e+00	7.4183644636e-10	0.0000000000e+00	4.1733333676e-08	2.4476874908e-23	4.4933087074e-10	0.0000000000e+00	3.7582600514e-13	9.9745495109e-01	2.5450049229e-03	1.7072277703e-11	2.9664007967e-23	1.5509802265e-17	1.3161590405e-14	6.7066225803e-20	2.6051834234e-11	1.0223163458e-09	2.4014502084e-17	0.0000000000e+00
3.0199517204e-09	2.5000000000e+00	2.5000000000e+00	7.4183639321e-10	0.0000000000e+00	4.1733327697e-08	2.4462015671e-23	4.4905822300e-10	0.0000000000e+00	3.7582601035e-13	9.9745495106e-01	2.5450049228e-03	1.7072277702e-11	3.0245406262e-23	1.5509885502e-17	1.3161659273e-14	6.7066576617e-20	2.6051834606e-11	1.0468074554e-09	2.4724228817e-17	0.0000000000e+00
3.0902954325e-09	2.5000000000e+00	2.5000000000e+00	7.4183635964e-10	0.0000000000e+00	4.1733323771e-08	2.4452257330e-23	4.4887921446e-10	0.0000000000e+00	3.7582601361e-13	9.9745495104e-01	2.5450049227e-03	1.7072277702e-11	3.0842924983e-23	1.5509972318e-17	1.3161731132e-14	6.7066942672e-20	2.6051834988e-11	1.0718690361e-09	2.5450969495e-17	0.0000000000e+00
3.1622776602e-09	2.5000000000e+00	2.5000000000e+00	7.4183633563e-10	0.0000000000e+00	4.1733321221e-08	2.4445921371e-23	4.4876291534e-10	0.0000000000e+00	3.7582602110e-13	9.9745495101e-01	2.5450049227e-03	1.7072277702e-11	3.1456191386e-23	1.5510062889e-17	1.3161806124e-14	6.7067324685e-20	2.6051835374e-11	1.0975143761e-09	2.6195083600e-17	0.0000000000e+00
3.2359365693e-09	2.5000000000e+00	2.5000000000e+00	7.4183632106e-10	0.0000000000e+00	4.1733319583e-08	2.4441851977e-23	4.4868824634e-10	0.0000000000e+00	3.7582602670e-13	9.9745495099e-01	2.5450049226e-03	1.7072277701e-11	3.2085047576e-23	1.5510157374e-17	1.3161884393e-14	6.7067723397e-20	2.6051835772e-11	1.1237570728e-09	2.6956940628e-17	0.0000000000e+00
3.3113112148e-09	2.5000000000e+00	2.5000000000e+00	7.4183631165e-10	0.0000000000e+00	4.1733318525e-08	2.4439226390e-23	4.4864007050e-10	0.0000000000e+00	3.7582603240e-13	9.9745495096e-01	2.5450049225e-03	1.7072277701e-11	3.2729476657e-23	1.5510255956e-17	1.3161966092e-14	6.7068139577e-20	2.6051836179e-11	1.1506110404e-09	2.7736917445e-17	0.0000000000e+00
3.3884415614e-09	2.5000000000e+00	2.5000000000e+00	7.4183630574e-10	0.0000000000e+00	4.1733317862e-08	2.4437580400e-23	4.4860986861e-10	0.0000000000e+00	3.7582603825e-13	9.9745495093e-01	2.5450049225e-03	1.7072277700e-11	3.3389618246e-23	1.5510358820e-17	1.3162051376e-14	6.7068574030e-20	2.6051836596e-11	1.1780905173e-09	2.8535407157e-17	0.0000000000e+00
3.4673685045e-09	2.5000000000e+00	2.5000000000e+00	7.4183630215e-10	0.0000000000e+00	4.1733317458e-08	2.4436580334e-23	4.4859151878e-10	0.0000000000e+00	3.7582604422e-13	9.9745495090e-01	2.5450049224e-03	1.7072277700e-11	3.4065672848e-23	1.5510466162e-17	1.3162140412e-14	6.7069027593e-20	2.6051837022e-11	1.2062100734e-09	2.9352813366e-17	0.0000000000e+00
3.5481338923e-09	2.5000000000e+00	2.5000000000e+00	7.4183629994e-10	0.0000000000e+00	4.1733317212e-08	2.4435969784e-23	4.4858031601e-10	0.0000000000e+00	3.7582605033e-13	9.9745495088e-01	2.5450049223e-03	1.7072277699e-11	3.4757877698e-23	1.5510578184e-17	1.3162233370e-14	6.7069501141e-20	2.6051837458e-11	1.2349846181e-09	3.0189546693e-17	0.0000000000e+00
3.6307805477e-09	2.5000000000e+00	2.5000000000e+00	7.4183629858e-10	0.0000000000e+00	4.1733317060e-08	2.4435594776e-23	4.4857343510e-10	0.0000000000e+00	3.7582605659e-13	9.9745495085e-01	2.5450049222e-03	1.7072277699e-11	3.5466519762e-23	1.5510695098e-17	1.3162330430e-14	6.7069995590e-20	2.6051837905e-11	1.2644294080e-09	3.1046028339e-17	0.0000000000e+00
3.7153522910e-09	2.5000000000e+00	2.5000000000e+00	7.4183629776e-10	0.0000000000e+00	4.1733316969e-08	2.4435372104e-23	4.4856934938e-10	0.0000000000e+00	3.7582606299e-13	9.9745495082e-01	2.5450049222e-03	1.7072277698e-11	3.6191926853e-23	1.5510817128e-17	1.3162431781e-14	6.7070511894e-20	2.6051838361e-11	1.2945600552e-09	3.1922694650e-17	0.0000000000e+00
3.8018939632e-09	2.5000000000e+00	2.5000000000e+00	7.4183629727e-10	0.0000000000e+00	4.1733316916e-08	2.4435243042e-23	4.4856698113e-10	0.0000000000e+00	3.7582606955e-13	9.9745495079e-01	2.5450049221e-03	1.7072277698e-11	3.6934445337e-23	1.5510944506e-17	1.3162537617e-14	6.7071051056e-20	2.6051838829e-11	1.3253925354e-09	3.2819992550e-17	0.0000000000e+00
3.8904514499e-09	2.5000000000e+00	2.5000000000e+00	7.4183629698e-10	0.0000000000e+00	4.1733316883e-08	2.4435166529e-23	4.4856557726e-10	0.0000000000e+00	3.7582607625e-13	9.9745495075e-01	2.5450049220e-03	1.7072277697e-11	3.7694438074e-23	1.5511077475e-17	1.3162648145e-14	6.7071614119e-20	2.6051839307e-11	1.3569431962e-09	3.3738380366e-17	0.0000000000e+00
3.9810717055e-09	2.5000000000e+00	2.5000000000e+00	7.4183629678e-10	0.0000000000e+00	4.1733316863e-08	2.4435118487e-23	4.4856469587e-10	0.0000000000e+00	3.7582608311e-13	9.9745495072e-01	2.5450049219e-03	1.7072277697e-11	3.8472284917e-23	1.5511216289e-17	1.3162763579e-14	6.7072202178e-20	2.6051839796e-11	1.3892287664e-09	3.4678328737e-17	0.0000000000e+00
4.0738027780e-09	2.5000000000e+00	2.5000000000e+00	7.4183629665e-10	0.0000000000e+00	4.1733316849e-08	2.4435088057e-23	4.4856413749e-10	0.0000000000e+00	3.7582609013e-13	9.9745495069e-01	2.5450049218e-03	1.7072277696e-11	3.9268381814e-23	1.5511361214e-17	1.3162884143e-14	6.7072816377e-20	2.6051840297e-11	1.4222663641e-09	3.5640321364e-17	0.0000000000e+00
4.1686938347e-09	2.5000000000e+00	2.5000000000e+00	7.4183629656e-10	0.0000000000e+00	4.1733316841e-08	2.4435070430e-23	4.4856381407e-10	0.0000000000e+00	3.7582609731e-13	9.9745495065e-01	2.5450049217e-03	1.7072277695e-11	4.0083138069e-23	1.5511512529e-17	1.3163010073e-14	6.7073457914e-20	2.6051840810e-11	1.4560735063e-09	3.6624855163e-17	0.0000000000e+00
4.2657951880e-09	2.5000000000e+00	2.5000000000e+00	7.4183629650e-10	0.0000000000e+00	4.1733316836e-08	2.4435061627e-23	4.4856365254e-10	0.0000000000e+00	3.7582610466e-13	9.9745495062e-01	2.5450049217e-03	1.7072277695e-11	4.0916974054e-23	1.5511670525e-17	1.3163141615e-14	6.7074128041e-20	2.6051841334e-11	1.4906681180e-09	3.7632440023e-17	0.0000000000e+00
4.3651583224e-09	2.5000000000e+00	2.5000000000e+00	7.4183629646e-10	0.0000000000e+00	4.1733316833e-08	2.4435057642e-23	4.4856357942e-10	0.0000000000e+00	3.7582611218e-13	9.9745495059e-01	2.5450049216e-03	1.7072277694e-11	4.1770320894e-23	1.5511835507e-17	1.3163279025e-14	6.7074828069e-20	2.6051841871e-11	1.5260685417e-09	3.8663598837e-17	0.0000000000e+00
4.4668359215e-09	2.5000000000e+00	2.5000000000e+00	7.4183629643e-10	0.0000000000e+00	4.1733316830e-08	2.4435055741e-23	4.4856354453e-10	0.0000000000e+00	3.7582611988e-13	9.9745495055e-01	2.5450049215e-03	1.7072277694e-11	4.2643621539e-23	1.5512007793e-17	1.3163422574e-14	6.7075559370e-20	2.6051842420e-11	1.5622935472e-09	3.9718868177e-17	0.0000000000e+00
4.5708818961e-09	2.5000000000e+00	2.5000000000e+00	7.4183629640e-10	0.0000000000e+00	4.1733316828e-08	2.4435054597e-23	4.4856352355e-10	0.0000000000e+00	3.7582612776e-13	9.9745495051e-01	2.5450049214e-03	1.7072277693e-11	4.3537330300e-23	1.5512187716e-17	1.3163572541e-14	6.7076323378e-20	2.6051842982e-11	1.5993623415e-09	4.0798797656e-17	0.0000000000e+00
4.6773514129e-09	2.5000000000e+00	2.5000000000e+00	7.4183629637e-10	0.0000000000e+00	4.1733316826e-08	2.4435053844e-23	4.4856350973e-10	0.0000000000e+00	3.7582613582e-13	9.9745495047e-01	2.5450049213e-03	1.7072277692e-11	4.4451913580e-23	1.5512375627e-17	1.3163729223e-14	6.7077121595e-20	2.6051843557e-11	1.6372945789e-09	4.1903951041e-17	0.0000000000e+00
4.7863009232e-09	2.5000000000e+00	2.5000000000e+00	7.4183629634e-10	0.0000000000e+00	4.1733316825e-08	2.4435053416e-23	4.4856350190e-10	0.0000000000e+00	3.7582614406e-13	9.9745495044e-01	2.5450049212e-03	1.7072277692e-11	4.5387849912e-23	1.5512571890e-17	1.3163892928e-14	6.7077955593e-20	2.6051844145e-11	1.6761103716e-09	4.3034906607e-17	0.0000000000e+00
4.8977881937e-09	2.5000000000e+00	2.5000000000e+00	7.4183629631e-10	0.0000000000e+00	4.1733316823e-08	2.4435053219e-23	4.4856349827e-10	0.0000000000e+00	3.7582615250e-13	9.9745495040e-01	2.5450049211e-03	1.7072277691e-11	4.6345628380e-23	1.5512776887e-17	1.3164063978e-14	6.7078827015e-20	2.6051844747e-11	1.7158303002e-09	4.4192255393e-17	0.0000000000e+00
5.0118723363e-09	2.5000000000e+00	2.5000000000e+00	7.4183629628e-10	0.0000000000e+00	4.1733316821e-08	2.4435053138e-23	4.4856349677e-10	0.0000000000e+00	3.7582616114e-13	9.9745495036e-01	2.5450049210e-03	1.7072277690e-11	4.7325753203e-23	1.5512991017e-17	1.3164242711e-14	6.7079737584e-20	2.6051845363e-11	1.7564754249e-09	4.5376606737e-17	0.0000000000e+00
5.1286138399e-09	2.5000000000e+00	2.5000000000e+00	7.4183629625e-10	0.0000000000e+00	4.1733316819e-08	2.4435053110e-23	4.4856349626e-10	0.0000000000e+00	3.7582616998e-13	9.9745495031e-01	2.5450049209e-03	1.7072277690e-11	4.8328739985e-23	1.5513214700e-17	1.3164429480e-14	6.7080689098e-20	2.6051845994e-11	1.7980672961e-09	4.6588583709e-17	0.0000000000e+00
5.2480746025e-09	2.5000000000e+00	2.5000000000e+00	7.4183629621e-10	0.0000000000e+00	4.1733316818e-08	2.4435053109e-23	4.4856349625e-10	0.0000000000e+00	3.7582617902e-13	9.9745495027e-01	2.5450049208e-03	1.7072277689e-11	4.9355127739e-23	1.5513450789e-17	1.3164626707e-14	6.7081693896e-20	2.6051846639e-11	1.8406279665e-09	4.7828837647e-17	0.0000000000e+00
5.3703179637e-09	2.5000000000e+00	2.5000000000e+00	7.4183629618e-10	0.0000000000e+00	4.1733316816e-08	2.4435053108e-23	4.4856349623e-10	0.0000000000e+00	3.7582618827e-13	9.9745495023e-01	2.5450049207e-03	1.7072277688e-11	5.0405441953e-23	1.5513697383e-17	1.3164832775e-14	6.7082743738e-20	2.6051847299e-11	1.8841800022e-09	4.9098003548e-17	0.0000000000e+00
5.4954087386e-09	2.5000000000e+00	2.5000000000e+00	7.4183629615e-10	0.0000000000e+00	4.1733316814e-08	2.4435053107e-23	4.4856349621e-10	0.0000000000e+00	3.7582619774e-13	9.9745495018e-01	2.5450049205e-03	1.7072277687e-11	5.1480237283e-23	1.5513954958e-17	1.3165048087e-14	6.7083840682e-20	2.6051847975e-11	1.9287464951e-09	5.0396751642e-17	0.0000000000e+00
5.6234132519e-09	2.5000000000e+00	2.5000000000e+00	7.4183629612e-10	0.0000000000e+00	4.1733316812e-08	2.4435053106e-23	4.4856349619e-10	0.0000000000e+00	3.7582620743e-13	9.9745495014e-01	2.5450049204e-03	1.7072277687e-11	5.2580081619e-23	1.5514224014e-17	1.3165273066e-14	6.7084986879e-20	2.6051848666e-11	1.9743510750e-09	5.1725768147e-17	0.0000000000e+00
5.7543993734e-09	2.5000000000e+00	2.5000000000e+00	7.4183629608e-10	0.0000000000e+00	4.1733316810e-08	2.4435053105e-23	4.4856349617e-10	0.0000000000e+00	3.7582621735e-13	9.9745495009e-01	2.5450049203e-03	1.7072277686e-11	5.3705556368e-23	1.5514505073e-17	1.3165508154e-14	6.7086184581e-20	2.6051849373e-11	2.0210179220e-09	5.3085755618e-17	0.0000000000e+00
5.8884365536e-09	2.5000000000e+00	2.5000000000e+00	7.4183629605e-10	0.0000000000e+00	4.1733316808e-08	2.4435053104e-23	4.4856349615e-10	0.0000000000e+00	3.7582622750e-13	9.9745495004e-01	2.5450049202e-03	1.7072277685e-11	5.4857256741e-23	1.5514798684e-17	1.3165753812e-14	6.7087436142e-20	2.6051850097e-11	2.0687717796e-09	5.4477433289e-17	0.0000000000e+00
6.0255958607e-09	2.5000000000e+00	2.5000000000e+00	7.4183629601e-10	0.0000000000e+00	4.1733316806e-08	2.4435053102e-23	4.4856349613e-10	0.0000000000e+00	3.7582623788e-13	9.9745495000e-01	2.5450049201e-03	1.7072277684e-11	5.6035792048e-23	1.5515105416e-17	1.3166010524e-14	6.7088744024e-20	2.6051850838e-11	2.1176379673e-09	5.5901537429e-17	0.0000000000e+00
6.1659500186e-09	2.5000000000e+00	2.5000000000e+00	7.4183629597e-10	0.0000000000e+00	4.1733316804e-08	2.4435053101e-23	4.4856349610e-10	0.0000000000e+00	3.7582624850e-13	9.9745494995e-01	2.5450049199e-03	1.7072277683e-11	5.7241786003e-23	1.5515425869e-17	1.3166278796e-14	6.7090110804e-20	2.6051851596e-11	2.1676423948e-09	5.7358821716e-17	0.0000000000e+00
6.3095734448e-09	2.5000000000e+00	2.5000000000e+00	7.4183629593e-10	0.0000000000e+00	4.1733316802e-08	2.4435053100e-23	4.4856349608e-10	0.0000000000e+00	3.7582625938e-13	9.9745494989e-01	2.5450049198e-03	1.7072277682e-11	5.8475877037e-23	1.5515760667e-17	1.3166559156e-14	6.7091539176e-20	2.6051852372e-11	2.2188115750e-09	5.8850057609e-17	0.0000000000e+00
6.4565422903e-09	2.5000000000e+00	2.5000000000e+00	7.4183629590e-10	0.0000000000e+00	4.1733316800e-08	2.4435053099e-23	4.4856349606e-10	0.0000000000e+00	3.7582627050e-13	9.9745494984e-01	2.5450049197e-03	1.7072277682e-11	5.9738718620e-23	1.5516110465e-17	1.3166852157e-14	6.7093031958e-20	2.6051853165e-11	2.2711726385e-09	6.0376034739e-17	0.0000000000e+00
6.6069344801e-09	2.5000000000e+00	2.5000000000e+00	7.4183629586e-10	0.0000000000e+00	4.1733316797e-08	2.4435053097e-23	4.4856349603e-10	0.0000000000e+00	3.7582628189e-13	9.9745494979e-01	2.5450049195e-03	1.7072277681e-11	6.1030979589e-23	1.5516475946e-17	1.3167158379e-14	6.7094592097e-20	2.6051853977e-11	2.3247533479e-09	6.1937561308e-17	0.0000000000e+00
6.7608297539e-09	2.5000000000e+00	2.5000000000e+00	7.4183629581e-10	0.0000000000e+00	4.1733316795e-08	2.4435053096e-23	4.4856349601e-10	0.0000000000e+00	3.7582629354e-13	9.9745494973e-01	2.5450049194e-03	1.7072277680e-11	6.2353344492e-23	1.5516857827e-17	1.3167478425e-14	6.7096222677e-20	2.6051854809e-11	2.3795821123e-09	6.3535464502e-17	0.0000000000e+00
6.9183097092e-09	2.5000000000e+00	2.5000000000e+00	7.4183629577e-10	0.0000000000e+00	4.1733316793e-08	2.4435053095e-23	4.4856349598e-10	0.0000000000e+00	3.7582630546e-13	9.9745494968e-01	2.5450049193e-03	1.7072277679e-11	6.3706514197e-23	1.5517258168e-17	1.3167814043e-14	6.7097932600e-20	2.6051855659e-11	2.4356880027e-09	6.5170591228e-17	0.0000000000e+00
7.0794578438e-09	2.5000000000e+00	2.5000000000e+00	7.4183629573e-10	0.0000000000e+00	4.1733316790e-08	2.4435053093e-23	4.4856349596e-10	0.0000000000e+00	3.7582631766e-13	9.9745494962e-01	2.5450049191e-03	1.7072277678e-11	6.5091205360e-23	1.5517676531e-17	1.3168164859e-14	6.7099719960e-20	2.6051856529e-11	2.4931007671e-09	6.6843807469e-17	0.0000000000e+00
7.2443596007e-09	2.5000000000e+00	2.5000000000e+00	7.4183629569e-10	0.0000000000e+00	4.1733316788e-08	2.4435053092e-23	4.4856349593e-10	0.0000000000e+00	3.7582633014e-13	9.9745494956e-01	2.5450049190e-03	1.7072277677e-11	6.6508151818e-23	1.5518113742e-17	1.3168531571e-14	6.7101588313e-20	2.6051857420e-11	2.5518508466e-09	6.8555999971e-17	0.0000000000e+00
7.4131024130e-09	2.5000000000e+00	2.5000000000e+00	7.4183629564e-10	0.0000000000e+00	4.1733316785e-08	2.4435053090e-23	4.4856349591e-10	0.0000000000e+00	3.7582634291e-13	9.9745494950e-01	2.5450049188e-03	1.7072277676e-11	6.7958104567e-23	1.5518570663e-17	1.3168914909e-14	6.7103541377e-20	2.6051858331e-11	2.6119693913e-09	7.0308076211e-17	0.0000000000e+00
7.5857757503e-09	2.5000000000e+00	2.5000000000e+00	7.4183629560e-10	0.0000000000e+00	4.1733316783e-08	2.4435053089e-23	4.4856349588e-10	0.0000000000e+00	3.7582635599e-13	9.9745494944e-01	2.5450049187e-03	1.7072277675e-11	6.9441832150e-23	1.5519048196e-17	1.3169315636e-14	6.7105583044e-20	2.6051859264e-11	2.6734882767e-09	7.2100964875e-17	0.0000000000e+00
7.7624711663e-09	2.5000000000e+00	2.5000000000e+00	7.4183629555e-10	0.0000000000e+00	4.1733316780e-08	2.4435053087e-23	4.4856349585e-10	0.0000000000e+00	3.7582636936e-13	9.9745494938e-01	2.5450049185e-03	1.7072277674e-11	7.0960121065e-23	1.5519547286e-17	1.3169734551e-14	6.7107717385e-20	2.6051860218e-11	2.7364401210e-09	7.3935616339e-17	0.0000000000e+00
7.9432823472e-09	2.5000000000e+00	2.5000000000e+00	7.4183629550e-10	0.0000000000e+00	4.1733316778e-08	2.4435053086e-23	4.4856349582e-10	0.0000000000e+00	3.7582638305e-13	9.9745494931e-01	2.5450049183e-03	1.7072277673e-11	7.2513776165e-23	1.5520068921e-17	1.3170172490e-14	6.7109948656e-20	2.6051861195e-11	2.8008583022e-09	7.5813003164e-17	0.0000000000e+00
