    0           0.03789500         -1887.257757                    0 
    1           0.03672500         -1887.257923           -0.0001659 
    2           0.03466600         -1887.258170           -0.0004135 
    3           0.03189400         -1887.258497          -0.00074019 
    4           0.03022600         -1887.258863          -0.00110592 
    5           0.02970100         -1887.259217          -0.00146022 
    6           0.02923600         -1887.259516          -0.00175962 
    7           0.02825900         -1887.259729          -0.00197207 
    8           0.02501800         -1887.259811          -0.00205471 
    9           0.03937800         -1887.259726          -0.00196948 
   10           0.04769300         -1887.259622          -0.00186539 
   11           0.04094400         -1887.259825          -0.00206797 
   12           0.02895900         -1887.260083          -0.00232648 
   13           0.04305500         -1887.260400          -0.00264342 
   14           0.02925400         -1887.260441          -0.00268475 
   15           0.02510200         -1887.260531          -0.00277436 
   16           0.02461900         -1887.260655          -0.00289815 
   17           0.02817600         -1887.260810          -0.00305349 
   18           0.02948000         -1887.260999          -0.00324223 
   19           0.02673700         -1887.261221          -0.00346405 
   20           0.02002700         -1887.261491          -0.00373463 
   21           0.01815200         -1887.261808          -0.00405114 
   22           0.03880400         -1887.262163          -0.00440613 
   23           0.01911700         -1887.262554          -0.00479731 
   24           0.02767200         -1887.262954          -0.00519789 
   25           0.02927700         -1887.263337          -0.00558019 
   26           0.02134700         -1887.263664          -0.00590766 
   27           0.03803000         -1887.263891          -0.00613464 
   28           0.02356100         -1887.263880          -0.00612338 
   29           0.01555700         -1887.263846           -0.0060894 
   30           0.01930800         -1887.263788          -0.00603114 
   31           0.02786600         -1887.263710          -0.00595337 
   32           0.02458700         -1887.263708          -0.00595164 
   33           0.01936600         -1887.263705          -0.00594792 
   34           0.01754400         -1887.263698          -0.00594172 
   35           0.01319800         -1887.263690          -0.00593345 
   36           0.01291700         -1887.263681          -0.00592414 
   37           0.01322400         -1887.263672          -0.00591562 
   38           0.01391000         -1887.263665          -0.00590865 
   39           0.01469000         -1887.263662          -0.00590519 
   40           0.01431100         -1887.263665          -0.00590868 
   41           0.01408600         -1887.263680          -0.00592341 
   42           0.01403900         -1887.263709          -0.00595282 
   43           0.01446600         -1887.263750          -0.00599345 
   44           0.01295700         -1887.263797          -0.00604036 
   45           0.01279900         -1887.263835          -0.00607845 
   46           0.01990100         -1887.263837           -0.0060803 
   47           0.03027200         -1887.263761           -0.0060048 
   48           0.04191800         -1887.263543          -0.00578591 
   49           0.05264100         -1887.263084          -0.00532695 
   50           0.04519900         -1887.262266          -0.00450931 
   51           0.03376400         -1887.261050          -0.00329381 
   52           0.02278900         -1887.259476          -0.00171979 
   53           0.02218300         -1887.257656           0.00010092 
   54           0.03496200         -1887.255842           0.00191426 
   55           0.04736800         -1887.255919           0.00183726 
   56           0.05763900         -1887.256063           0.00169311 
   57           0.09170000         -1887.256219           0.00153774 
   58           0.14902600         -1887.256275           0.00148155 
   59           0.14658700         -1887.256010           0.00174671 
   60           0.14284800         -1887.255383           0.00237397 
   61           0.13691000         -1887.254192           0.00356473 
   62           0.12860000         -1887.252209            0.0055473 
   63           0.11701400         -1887.249132           0.00862466 
   64           0.10102100         -1887.244653            0.0131037 
   65           0.09346500         -1887.238585            0.0191717 
   66           0.10465000         -1887.231228            0.0265285 
   67           0.12215800         -1887.223495            0.0342615 
   68           0.14988800         -1887.216639            0.0411179 
   69           0.21280300         -1887.217202            0.0405548 
   70           0.28622600         -1887.218513            0.0392434 
   71           0.35916000         -1887.220842            0.0369145 
   72           0.42843100         -1887.224451            0.0333061 
   73           0.41076300         -1887.229361            0.0283954 
   74           0.37902200         -1887.234947            0.0228099 
   75           0.32849200         -1887.241410            0.0163469 
   76           0.26518300         -1887.248595           0.00916124 
   77           0.28201700         -1887.256910           0.00084666 
   78           0.35640300         -1887.267664          -0.00990739 
   79           0.43652700         -1887.282046           -0.0242893 
   80           0.43054900         -1887.300545            -0.042788 
   81           0.43470800         -1887.321411           -0.0636545 
   82           0.26365300         -1887.339464           -0.0817072 
   83           0.20465800         -1887.351299           -0.0935422 
   84           0.24523800         -1887.356789           -0.0990322 
   85           0.24844100         -1887.358867             -0.10111 
   86           0.24556200         -1887.361461            -0.103705 
   87           0.23887200         -1887.364406            -0.106649 
   88           0.23008500         -1887.368435            -0.110679 
   89           0.21714700         -1887.372583            -0.114827 
   90           0.20146700         -1887.376009            -0.118253 
   91           0.18816800         -1887.379507             -0.12175 
   92           0.16921200         -1887.381203            -0.123446 
   93           0.12913900         -1887.381024            -0.123267 
   94           0.14344600         -1887.378184            -0.120427 
   95           0.09239400         -1887.372890            -0.115133 
