Time            	A2              	E1              	E2              	E3              	B1              	M3              	B3              	M1              	M2              	M4              	B2              	C4              	M5              	M6              	CH2O            	C3              	C2              	C2H4O           	S0              	A1              
1.0964781961e-09	2.0441695270e-07	-2.0006220144e-03	-6.0062220020e-01	-2.9589167468e-13	-2.2594497921e+01	2.1843878868e-11	-1.0179057597e-09	3.6141288592e-09	1.7818310978e-06	1.2778419247e-06	-8.8641755953e-02	-6.0282718641e-01	2.3285960041e+01	1.8182898685e-06	4.7315245977e-08	1.7383202571e-06	-2.2683342100e+01	2.3285965079e+01	-2.0262598991e-04	5.7033852229e-11
1.1220184543e-09	2.0598107042e-07	-1.4780512597e-03	-4.4256316381e-01	-2.1802530603e-13	-2.2752502321e+01	2.2488341695e-11	-1.0276011153e-09	3.7150760905e-09	1.8343521125e-06	1.2746551796e-06	-8.9274028486e-02	-4.4419055310e-01	2.3285959974e+01	1.8197992793e-06	4.7221172140e-08	1.7910373490e-06	-2.2841923692e+01	2.3285965066e+01	-1.4754710719e-04	5.7112460639e-11
1.1481536215e-09	2.0458289640e-07	-1.0835676431e-03	-3.2383749795e-01	-1.5953595019e-13	-2.2871185629e+01	2.3148657397e-11	-1.0323262245e-09	3.8184468533e-09	1.8881646461e-06	1.2750348439e-06	-8.9748467522e-02	-3.2503284662e-01	2.3285959906e+01	1.8211656767e-06	4.7150508796e-08	1.8450249943e-06	-2.2961043829e+01	2.3285965052e+01	-1.0993611068e-04	5.7178817088e-11
1.1748975549e-09	4.7629396605e-07	-1.1868014322e-03	-2.3519320156e-01	-1.1587193760e-13	-2.2960159466e+01	2.3825081168e-11	-1.0241620885e-09	3.9244187638e-09	1.9432894100e-06	1.0024936756e-06	-9.0101312698e-02	-2.3570620538e-01	2.3285959836e+01	1.8223990942e-06	4.7097749331e-08	1.9003095920e-06	-2.3049584605e+01	2.3285965037e+01	6.7569781095e-04	5.7235276975e-11
1.2022644346e-09	2.0027217218e-07	-5.6878006694e-04	-1.6955280032e-01	-8.3528573153e-14	-2.3025412420e+01	2.4517892470e-11	-1.0438618858e-09	4.0326787916e-09	1.9997496547e-06	1.2782654117e-06	-9.0365942604e-02	-1.7018866318e-01	2.3285959764e+01	1.8235092214e-06	4.7058681345e-08	1.9569182943e-06	-2.3115843289e+01	2.3285965023e+01	-6.5125990659e-05	5.7282898105e-11
1.2302687708e-09	3.5534766241e-07	-6.3724107198e-04	-1.2131025606e-01	-5.9765501800e-14	-2.3073845754e+01	2.5227392693e-11	-1.0399361372e-09	4.1437072512e-09	2.0575694813e-06	1.1228301169e-06	-9.0557616054e-02	-1.2156369801e-01	2.3285959690e+01	1.8245054010e-06	4.7029968249e-08	2.0148790228e-06	-2.3164017202e+01	2.3285965008e+01	3.8581388071e-04	5.7323844628e-11
1.2589254118e-09	3.3951552680e-07	-5.0046124944e-04	-8.6122028344e-02	-4.2429820550e-14	-2.3109002976e+01	2.5953900793e-11	-1.0445546650e-09	4.2572988569e-09	2.1167752217e-06	1.1385028031e-06	-9.0698744383e-02	-8.6265391698e-02	2.3285959615e+01	1.8253966002e-06	4.7009024837e-08	2.0742204911e-06	-2.3199342210e+01	2.3285964992e+01	3.5917200148e-04	5.7358783988e-11
1.2882495517e-09	2.0108512899e-07	-2.0846990682e-04	-6.0658193288e-02	-2.9882595095e-14	-2.3134270307e+01	2.6697753833e-11	-1.0430767361e-09	4.3735431505e-09	2.1773943289e-06	1.2769022852e-06	-9.0800294848e-02	-6.0896555190e-02	2.3285959537e+01	1.8261913918e-06	4.6993869199e-08	2.1349722261e-06	-2.3225098159e+01	2.3285964976e+01	-2.7757138014e-05	5.7388681258e-11
1.3182567386e-09	2.0833418901e-07	-1.5396676076e-04	-4.2372999617e-02	-2.0874918952e-14	-2.3152554266e+01	2.7459304882e-11	-1.0465228684e-09	4.4925957039e-09	2.2394554905e-06	1.2695776412e-06	-9.0873711534e-02	-4.2539225437e-02	2.3285959458e+01	1.8268979366e-06	4.6982986158e-08	2.1971645888e-06	-2.3243437832e+01	2.3285964960e+01	-1.0062009096e-05	5.7414502997e-11
1.3489628826e-09	2.0161801473e-07	-1.0517974083e-04	-2.9353686657e-02	-1.4460705473e-14	-2.3165563995e+01	2.8238921901e-11	-1.0442811060e-09	4.6144391034e-09	2.3029887967e-06	1.2762486321e-06	-9.0925670161e-02	-2.9477584513e-02	2.3285959377e+01	1.8275239798e-06	4.6975237271e-08	2.2608287922e-06	-2.3256505923e+01	2.3285964944e+01	-1.6457401216e-05	5.7436743845e-11
1.3803842646e-09	2.1566505382e-07	-8.6504952833e-05	-2.0163357209e-02	-9.9339048709e-15	-2.3174761770e+01	2.9036987203e-11	-1.0515606164e-09	4.7391807642e-09	2.3680253695e-06	1.2621659344e-06	-9.0962369600e-02	-2.0243158871e-02	2.3285959295e+01	1.8280768321e-06	4.6969767323e-08	2.3259969234e-06	-2.3265714896e+01	2.3285964926e+01	9.0291723609e-06	5.7455947250e-11
1.4125375446e-09	-2.7429520593e-06	4.4159830778e-03	-1.3729506316e-02	-6.7093572992e-15	-2.3177138264e+01	2.9853895153e-11	-1.0088925251e-09	4.8658426217e-09	2.4345985254e-06	4.2224477141e-06	-9.0989055077e-02	-1.7840028693e-02	2.3285959208e+01	1.8285633815e-06	4.6965937918e-08	2.3927019587e-06	-2.3276654176e+01	2.3285964909e+01	-8.5241128691e-03	5.7470223381e-11
1.4454397707e-09	-9.5892766794e-07	1.7374454561e-03	-9.2658454362e-03	-4.5439581014e-15	-2.3184037684e+01	3.0690058714e-11	-1.0406253637e-09	4.9971119377e-09	2.5027389887e-06	2.4373965495e-06	-9.1006203369e-02	-1.0923511122e-02	2.3285959123e+01	1.8289900773e-06	4.6963281231e-08	2.4609777859e-06	-2.3278437497e+01	2.3285964891e+01	-3.3926502801e-03	5.7485897464e-11
1.4791083882e-09	1.8297224713e-07	-1.2716894616e-05	-6.1953293745e-03	-3.0509604975e-15	-2.3188699640e+01	3.1545897217e-11	-1.0409699769e-09	5.1311738784e-09	2.5724830471e-06	1.2948265677e-06	-9.1018582885e-02	-6.2492268990e-03	2.3285959035e+01	1.8293629457e-06	4.6961453702e-08	2.5308592192e-06	-2.3279756691e+01	2.3285964873e+01	-3.8649886847e-05	5.7499102406e-11
1.5135612484e-09	2.0467105699e-07	-2.4006456954e-05	-4.1041455104e-03	-2.0218967354e-15	-2.3190806800e+01	3.2421845375e-11	-1.0514185078e-09	5.2680601445e-09	2.6438661847e-06	1.2731155969e-06	-9.1026670435e-02	-4.1340320226e-03	2.3285958945e+01	1.8296875727e-06	4.6960209032e-08	2.6023820226e-06	-2.3281836545e+01	2.3285964854e+01	-3.2777898014e-06	5.7509738603e-11
1.5488166189e-09	2.0664896283e-07	-2.0350314387e-05	-2.6887524301e-03	-1.3248852543e-15	-2.3192223973e+01	3.3318351038e-11	-1.0842988729e-09	5.4081328264e-09	2.7169245759e-06	1.2711522217e-06	-9.1030942842e-02	-2.7126410809e-03	2.3285958852e+01	1.8299691598e-06	4.6959366578e-08	2.6755829164e-06	-2.3283255573e+01	2.3285964835e+01	-8.6287036538e-07	5.7518871466e-11
1.5848931925e-09	2.0219876617e-07	-1.4812117755e-05	-1.7358321057e-03	-8.5488643822e-16	-2.3193173961e+01	3.4235874452e-11	-1.0691181274e-09	5.5514564851e-09	2.7916957308e-06	1.2755928580e-06	-9.1035214823e-02	-1.7584358549e-03	2.3285958757e+01	1.8302124928e-06	4.6958799378e-08	2.7504996044e-06	-2.3284214016e+01	2.3285964816e+01	-5.0412490964e-06	5.7526704550e-11
1.6218100974e-09	2.0000851464e-07	-1.1549153172e-05	-1.1203876812e-03	-5.5147637116e-16	-2.3193787206e+01	3.5174888921e-11	-1.0655725191e-09	5.6981448664e-09	2.8682181923e-06	1.2777809033e-06	-9.1038532668e-02	-1.1419294835e-03	2.3285958660e+01	1.8304218358e-06	4.6958433036e-08	2.8271708201e-06	-2.3284832706e+01	2.3285964796e+01	-7.1655958891e-06	5.7533404731e-11
1.6595869074e-09	6.7321751729e-07	-4.7874116633e-04	-7.1452419070e-04	-3.6938499348e-16	-2.3194615051e+01	3.6135880500e-11	-9.8209440580e-10	5.8486487061e-09	2.9465311331e-06	8.0424664617e-07	-9.1041850079e-02	-3.1082583351e-04	2.3285958562e+01	1.8306012739e-06	4.6958191451e-08	2.9056362660e-06	-2.3284770884e+01	2.3285964775e+01	8.8534504175e-04	5.7539527596e-11
1.6982436525e-09	2.0428854342e-07	-1.1701596463e-05	-4.5274237848e-04	-2.2301327974e-16	-2.3194457035e+01	3.7119345693e-11	-1.0484590973e-09	6.0019125021e-09	3.0266763407e-06	1.2734862445e-06	-9.1040875417e-02	-4.6987544628e-04	2.3285958460e+01	1.8307543813e-06	4.6958035583e-08	2.9859367141e-06	-2.3285500153e+01	2.3285964754e+01	-2.4456530809e-06	5.7543994307e-11
1.7378008287e-09	2.0470157835e-07	-1.1350743790e-05	-2.8024395216e-04	-1.3808263608e-16	-2.3194629407e+01	3.8125796953e-11	-1.0454748178e-09	6.1591327451e-09	3.1086942796e-06	1.2730707262e-06	-9.1041807644e-02	-2.9663150683e-04	2.3285958356e+01	1.8308849165e-06	4.6957932872e-08	3.0681138622e-06	-2.3285672980e+01	2.3285964733e+01	-1.9688159227e-06	5.7548132222e-11
1.7782794100e-09	2.0443213700e-07	-1.0837717966e-05	-1.6914402095e-04	-8.3318091454e-17	-2.3194740306e+01	3.9155758760e-11	-1.0472156475e-09	6.3200204717e-09	3.1926281264e-06	1.2733410841e-06	-9.1042262531e-02	-1.8534059900e-04	2.3285958250e+01	1.8309957327e-06	4.6957866703e-08	3.1522106167e-06	-2.3285784572e+01	2.3285964711e+01	-2.2067688406e-06	5.7551637503e-11
1.8197008586e-09	2.0456500849e-07	-1.0685933375e-05	-1.0176746826e-04	-5.0141074842e-17	-2.3194807515e+01	4.0209771523e-11	-1.0467111622e-09	6.4846643343e-09	3.2785219167e-06	1.2732076655e-06	-9.1042716909e-02	-1.1773999690e-04	2.3285958141e+01	1.8310887809e-06	4.6957826556e-08	3.2382711150e-06	-2.3285852077e+01	2.3285964688e+01	-2.0484440029e-06	5.7554575989e-11
1.8620871367e-09	2.0457034822e-07	-1.0547005147e-05	-5.9113055478e-05	-2.9128437352e-17	-2.3194849850e+01	4.1288384815e-11	-1.0462564148e-09	6.6531486101e-09	3.3664204418e-06	1.2732019421e-06	-9.1043170763e-02	-7.5016563721e-05	2.3285958030e+01	1.8311672104e-06	4.6957801123e-08	3.3263402471e-06	-2.3285894848e+01	2.3285964665e+01	-2.0302832127e-06	5.7557049927e-11
1.9054607180e-09	2.0694286107e-07	-1.2769618337e-05	-3.3132403394e-05	-1.6423955612e-17	-2.3194878015e+01	4.2392165397e-11	-1.0463665490e-09	6.8255645135e-09	3.4563698873e-06	1.2708280615e-06	-9.1043147244e-02	-4.6942095580e-05	2.3285957916e+01	1.8312327844e-06	4.6957785612e-08	3.4164642975e-06	-2.3285918580e+01	2.3285964642e+01	2.3762695491e-06	5.7559118475e-11
1.9498445998e-09	2.0440502269e-07	-1.0274034722e-05	-1.7999447646e-05	-8.8631542367e-18	-2.3194890991e+01	4.3521693551e-11	-1.0469989320e-09	7.0019964185e-09	3.5484175505e-06	1.2733677188e-06	-9.1043123177e-02	-3.4058203933e-05	2.3285957800e+01	1.8312872001e-06	4.6957776557e-08	3.5086906547e-06	-2.3285936187e+01	2.3285964618e+01	-2.2761523724e-06	5.7560829915e-11
1.9952623150e-09	2.0399750866e-07	-9.8565586342e-06	-9.9982333158e-06	-4.9042545902e-18	-2.3194898668e+01	4.4677564154e-11	-1.0471374878e-09	7.1825437998e-09	3.6426119033e-06	1.2737755313e-06	-9.1043098550e-02	-2.6475688596e-05	2.3285957681e+01	1.8313318408e-06	4.6957771745e-08	3.6030678953e-06	-2.3285944581e+01	2.3285964593e+01	-3.0179508030e-06	5.7562234484e-11
2.0417379447e-09	2.0499708953e-07	-1.0809531616e-05	-5.9788807541e-06	-2.9652373552e-18	-2.3194903575e+01	4.5860385623e-11	-1.0469740630e-09	7.3673011826e-09	3.7390025290e-06	1.2727752754e-06	-9.1043073349e-02	-2.1664661474e-05	2.3285957559e+01	1.8313682262e-06	4.6957769302e-08	3.6996457026e-06	-2.3285947622e+01	2.3285964568e+01	-1.1767260730e-06	5.7563379959e-11
2.0892961309e-09	2.0461673955e-07	-1.0432970171e-05	-3.8231761175e-06	-1.8877254195e-18	-2.3194905882e+01	4.7070780724e-11	-1.0470273537e-09	7.5563634589e-09	3.8376401825e-06	1.2731558812e-06	-9.1042570724e-02	-1.9933441191e-05	2.3285957435e+01	1.8313978533e-06	4.6957767967e-08	3.7984749312e-06	-2.3285950128e+01	2.3285964542e+01	-1.8789432943e-06	5.7564311433e-11
2.1379620895e-09	2.0436424819e-07	-1.0185565969e-05	-2.4933855386e-06	-1.2221825161e-18	-2.3194906997e+01	4.8309387635e-11	-1.0470770917e-09	7.7498318103e-09	3.9385768699e-06	1.2734085502e-06	-9.1042544336e-02	-1.8920245808e-05	2.3285957307e+01	1.8314219512e-06	4.6957767122e-08	3.8996076926e-06	-2.3285951679e+01	2.3285964516e+01	-2.3418106139e-06	5.7565069036e-11
2.1877616239e-09	2.0445478910e-07	-1.0267318700e-05	-1.4910204421e-06	-7.3206145955e-19	-2.3194907603e+01	4.9576859449e-11	-1.0470628808e-09	7.9478085905e-09	4.0418658141e-06	1.2733179560e-06	-9.1042994170e-02	-1.7940606559e-05	2.3285957177e+01	1.8314417602e-06	4.6957766471e-08	4.0030973164e-06	-2.3285952573e+01	2.3285964489e+01	-2.1792948246e-06	5.7565692043e-11
2.2387211386e-09	2.0447481219e-07	-1.0286865546e-05	-8.5959466426e-07	-4.2188196474e-19	-2.3194907779e+01	5.0873866812e-11	-1.0470593281e-09	8.1503982274e-09	4.1475616682e-06	1.2732979258e-06	-9.1043443375e-02	-1.7393184266e-05	2.3285957043e+01	1.8314577563e-06	4.6957766039e-08	4.1089985639e-06	-2.3285953157e+01	2.3285964461e+01	-2.1378509700e-06	5.7566195058e-11
2.2908676528e-09	2.0452063154e-07	-1.0329760471e-05	-5.0563799912e-07	-2.4938502852e-19	-2.3194908651e+01	5.2201095661e-11	-1.0470451173e-09	8.3577080150e-09	4.2557203314e-06	1.2732520851e-06	-9.1042938262e-02	-1.7107137247e-05	2.3285956906e+01	1.8314705373e-06	4.6957765772e-08	4.2173674459e-06	-2.3285953440e+01	2.3285964433e+01	-2.0544975996e-06	5.7566596970e-11
2.3442288153e-09	2.0451086868e-07	-1.0321472260e-05	-3.6863988835e-07	-1.8153636595e-19	-2.3194908305e+01	5.3559250943e-11	-1.0470415646e-09	8.5698478068e-09	4.3663992613e-06	1.2732618622e-06	-9.1043386165e-02	-1.7087179694e-05	2.3285956767e+01	1.8314795953e-06	4.6957765632e-08	4.3282615557e-06	-2.3285953556e+01	2.3285964404e+01	-2.0689330995e-06	5.7566881752e-11
2.3988329190e-09	2.0451203397e-07	-1.0321224536e-05	-2.8367159628e-07	-1.3968102696e-19	-2.3194908867e+01	5.4949047158e-11	-1.0470486700e-09	8.7869297426e-09	4.4796566649e-06	1.2732607075e-06	-9.1042879719e-02	-1.7114974774e-05	2.3285956623e+01	1.8314869678e-06	4.6957765522e-08	4.4417391961e-06	-2.3285953612e+01	2.3285964374e+01	-2.0684674382e-06	5.7567113549e-11
2.4547089157e-09	2.0451205884e-07	-1.0321702916e-05	-2.3150481329e-07	-1.1398548841e-19	-2.3194908920e+01	5.6371220224e-11	-1.0470486700e-09	9.0090686637e-09	4.5955525246e-06	1.2732606933e-06	-9.1042849421e-02	-1.7178475396e-05	2.3285956477e+01	1.8314929372e-06	4.6957765429e-08	4.5578604693e-06	-2.3285953633e+01	2.3285964344e+01	-2.0675361156e-06	5.7567301231e-11
2.5118864315e-09	2.0451307847e-07	-1.0320338092e-05	-1.9980768651e-07	-9.8374935890e-20	-2.3194908474e+01	5.7826523482e-11	-1.0470451173e-09	9.2363822721e-09	4.7141482315e-06	1.2732596808e-06	-9.1043295255e-02	-1.7266101537e-05	2.3285956327e+01	1.8314977446e-06	4.6957765348e-08	4.6766868889e-06	-2.3285953635e+01	2.3285964313e+01	-2.0693987608e-06	5.7567452383e-11
2.5703957828e-09	2.0451229688e-07	-1.0320767458e-05	-1.8075186818e-07	-8.8984781576e-20	-2.3194908493e+01	5.9315727934e-11	-1.0470451173e-09	9.4689910168e-09	4.8355066167e-06	1.2732604766e-06	-9.1043263529e-02	-1.7368602927e-05	2.3285956174e+01	1.8315015948e-06	4.6957765273e-08	4.7982814117e-06	-2.3285953622e+01	2.3285964281e+01	-2.0689330995e-06	5.7567573441e-11
2.6302679919e-09	2.0451290084e-07	-1.0320923394e-05	-1.6942006150e-07	-8.3406275525e-20	-2.3194908505e+01	6.0839622651e-11	-1.0470486700e-09	9.7070181671e-09	4.9596919833e-06	1.2732598798e-06	-9.1043231064e-02	-1.7481387383e-05	2.3285956017e+01	1.8315046607e-06	4.6957765200e-08	4.9227084694e-06	-2.3285953601e+01	2.3285964249e+01	-2.0684674382e-06	5.7567669841e-11
2.6915348039e-09	2.0451223293e-07	-1.0320136411e-05	-1.6182514118e-07	-7.9654184266e-20	-2.3194908989e+01	6.2399014848e-11	-1.0470557754e-09	9.9505898382e-09	5.0867701132e-06	1.2732605654e-06	-9.1042721006e-02	-1.7601726842e-05	2.3285955856e+01	1.8315072215e-06	4.6957765129e-08	5.0500339652e-06	-2.3285953576e+01	2.3285964216e+01	-2.0698644221e-06	5.7567750366e-11
2.7542287033e-09	2.0451177818e-07	-1.0321296770e-05	-1.5740515318e-07	-7.7477044894e-20	-2.3194908994e+01	6.3994731403e-11	-1.0470522227e-09	1.0199835319e-08	5.2168083793e-06	1.2732610379e-06	-9.1042687011e-02	-1.7726894843e-05	2.3285955692e+01	1.8315092902e-06	4.6957765058e-08	5.1803254086e-06	-2.3285953545e+01	2.3285964182e+01	-2.0680017769e-06	5.7567815421e-11
2.8183829313e-09	2.0451260596e-07	-1.0320280197e-05	-1.5516209759e-07	-7.6378549041e-20	-2.3194908518e+01	6.5627618023e-11	-1.0470380118e-09	1.0454886484e-08	5.3498757189e-06	1.2732602137e-06	-9.1043129061e-02	-1.7858823107e-05	2.3285955524e+01	1.8315108920e-06	4.6957764986e-08	5.3136518810e-06	-2.3285953514e+01	2.3285964147e+01	-2.0698644221e-06	5.7567865796e-11
2.8840315031e-09	2.0451266991e-07	-1.0321267055e-05	-1.5417523892e-07	-7.5888858118e-20	-2.3194908520e+01	6.7298540271e-11	-1.0470486700e-09	1.0715878582e-08	5.4860426650e-06	1.2732601675e-06	-9.1043093464e-02	-1.7993391355e-05	2.3285955352e+01	1.8315121035e-06	4.6957764914e-08	5.4500840583e-06	-2.3285953478e+01	2.3285964111e+01	-2.0680017769e-06	5.7567903905e-11
2.9512092267e-09	2.0451217964e-07	-1.0321155798e-05	-1.5382083434e-07	-7.5710187106e-20	-2.3194908521e+01	6.9008383898e-11	-1.0470486700e-09	1.0982950039e-08	5.6253813943e-06	1.2732606720e-06	-9.1043057038e-02	-1.8132534551e-05	2.3285955176e+01	1.8315130020e-06	4.6957764840e-08	5.5896942630e-06	-2.3285953442e+01	2.3285964075e+01	-2.0680017769e-06	5.7567932168e-11
3.0199517204e-09	2.0451184213e-07	-1.0320771040e-05	-1.5373993187e-07	-7.5670482436e-20	-2.3194908044e+01	7.0758055247e-11	-1.0470486700e-09	1.1256242424e-08	5.7679657666e-06	1.2732610237e-06	-9.1043496601e-02	-1.8275395379e-05	2.3285954996e+01	1.8315136573e-06	4.6957764765e-08	5.7325565041e-06	-2.3285953406e+01	2.3285964038e+01	-2.0684674382e-06	5.7567952793e-11
3.0902954325e-09	2.0451462035e-07	-1.0320757440e-05	-1.5375353158e-07	-7.5683717326e-20	-2.3194908043e+01	7.2548481795e-11	-1.0470451173e-09	1.1535900594e-08	5.9138713658e-06	1.2732582491e-06	-9.1043458458e-02	-1.8422049571e-05	2.3285954811e+01	1.8315141279e-06	4.6957764688e-08	5.8787465174e-06	-2.3285953367e+01	2.3285963999e+01	-2.0689330995e-06	5.7567967613e-11
3.1622776602e-09	2.0451122751e-07	-1.0321190956e-05	-1.5378567646e-07	-7.5696952216e-20	-2.3194908521e+01	7.4380612686e-11	-1.0470486700e-09	1.1822072813e-08	6.0631755390e-06	1.2732616561e-06	-9.1042942589e-02	-1.8571177643e-05	2.3285954623e+01	1.8315144606e-06	4.6957764609e-08	6.0283418064e-06	-2.3285953328e+01	2.3285963960e+01	-2.0680017769e-06	5.7567978094e-11
3.2359365693e-09	2.0451370730e-07	-1.0320234011e-05	-1.5381129855e-07	-7.5716804551e-20	-2.3194908520e+01	7.6255419204e-11	-1.0470486700e-09	1.2114910800e-08	6.2159574380e-06	1.2732591905e-06	-9.1042902649e-02	-1.8725187209e-05	2.3285954430e+01	1.8315146918e-06	4.6957764529e-08	6.1814216823e-06	-2.3285953289e+01	2.3285963920e+01	-2.0698644221e-06	5.7567985384e-11
3.3113112148e-09	2.0451179239e-07	-1.0321150228e-05	-1.5382640461e-07	-7.5716804551e-20	-2.3194908521e+01	7.8173895278e-11	-1.0470451173e-09	1.2414569804e-08	6.3722980603e-06	1.2732611196e-06	-9.1042861778e-02	-1.8880899798e-05	2.3285954232e+01	1.8315148489e-06	4.6957764446e-08	6.3380673063e-06	-2.3285953247e+01	2.3285963880e+01	-2.0680017769e-06	5.7567990350e-11
3.3884415614e-09	2.0451202332e-07	-1.0320677291e-05	-1.5383368048e-07	-7.5723421996e-20	-2.3194908520e+01	8.0137058011e-11	-1.0470486700e-09	1.2721208696e-08	6.5322802917e-06	1.2732609065e-06	-9.1042819955e-02	-1.9041658089e-05	2.3285954030e+01	1.8315149529e-06	4.6957764362e-08	6.4983617319e-06	-2.3285953206e+01	2.3285963838e+01	-2.0689330995e-06	5.7567993644e-11
3.4673685045e-09	2.0451132343e-07	-1.0320674434e-05	-1.5383653677e-07	-7.5716804551e-20	-2.3194908043e+01	8.2145948215e-11	-1.0470486700e-09	1.3034990048e-08	6.6959889501e-06	1.2732616241e-06	-9.1043253995e-02	-1.9205684422e-05	2.3285953823e+01	1.8315150190e-06	4.6957764276e-08	6.6623899486e-06	-2.3285953163e+01	2.3285963795e+01	-2.0689330995e-06	5.7567995748e-11
3.5481338923e-09	2.0451246385e-07	-1.0320673638e-05	-1.5383733249e-07	-7.5723421996e-20	-2.3194908520e+01	8.4201630956e-11	-1.0470557754e-09	1.3356080222e-08	6.8635108302e-06	1.2732604944e-06	-9.1042733364e-02	-1.9373531424e-05	2.3285953612e+01	1.8315150583e-06	4.6957764188e-08	6.8302389268e-06	-2.3285953119e+01	2.3285963751e+01	-2.0689330995e-06	5.7567997010e-11
3.6307805477e-09	2.0451315663e-07	-1.0321139243e-05	-1.5383738925e-07	-7.5716804551e-20	-2.3194908043e+01	8.6305196119e-11	-1.0470486700e-09	1.3684649454e-08	7.0349347487e-06	1.2732598194e-06	-9.1043165387e-02	-1.9545288088e-05	2.3285953395e+01	1.8315150789e-06	4.6957764097e-08	7.0019976637e-06	-2.3285953074e+01	2.3285963706e+01	-2.0684674382e-06	5.7567997686e-11
3.7153522910e-09	2.0451147265e-07	-1.0320673695e-05	-1.5383727547e-07	-7.5723421996e-20	-2.3194908043e+01	8.8457758979e-11	-1.0470557754e-09	1.4020871946e-08	7.2103515920e-06	1.2732615247e-06	-9.1043119529e-02	-1.9721045480e-05	2.3285953174e+01	1.8315150867e-06	4.6957764005e-08	7.1777572299e-06	-2.3285953028e+01	2.3285963660e+01	-2.0689330995e-06	5.7567997958e-11
3.8018939632e-09	2.0451219385e-07	-1.0320673809e-05	-1.5383716169e-07	-7.5723421996e-20	-2.3194908043e+01	9.0660460797e-11	-1.0470415646e-09	1.4364925960e-08	7.3898543635e-06	1.2732608141e-06	-9.1043072603e-02	-1.9900896788e-05	2.3285952947e+01	1.8315150855e-06	4.6957763910e-08	7.3576108183e-06	-2.3285952982e+01	2.3285963614e+01	-2.0689330995e-06	5.7567997949e-11
3.8904514499e-09	2.0451137317e-07	-1.0320673880e-05	-1.5383709054e-07	-7.5723421996e-20	-2.3194907567e+01	9.2914469415e-11	-1.0470415646e-09	1.4716993909e-08	7.5735382335e-06	1.2732616490e-06	-9.1043501421e-02	-2.0084937371e-05	2.3285952715e+01	1.8315150781e-06	4.6957763813e-08	7.5416537927e-06	-2.3285952934e+01	2.3285963565e+01	-2.0689330995e-06	5.7567997745e-11
3.9810717055e-09	2.0451084382e-07	-1.0320673908e-05	-1.5383706201e-07	-7.5710187106e-20	-2.3194908043e+01	9.5220979884e-11	-1.0470486700e-09	1.5077262456e-08	7.7615005888e-06	1.2732621961e-06	-9.1042975447e-02	-2.0273264809e-05	2.3285952477e+01	1.8315150663e-06	4.6957763714e-08	7.7299837385e-06	-2.3285952884e+01	2.3285963516e+01	-2.0689330995e-06	5.7567997405e-11
4.0738027780e-09	2.0451365756e-07	-1.0320208261e-05	-1.5383704770e-07	-7.5723421996e-20	-2.3194908043e+01	9.7581215087e-11	-1.0470522227e-09	1.5445922611e-08	7.9538410850e-06	1.2732594001e-06	-9.1042925164e-02	-2.0465978956e-05	2.3285952234e+01	1.8315150516e-06	4.6957763613e-08	7.9227005145e-06	-2.3285952835e+01	2.3285963466e+01	-2.0693987608e-06	5.7567996972e-11
4.1686938347e-09	2.0451044591e-07	-1.0320673923e-05	-1.5383704760e-07	-7.5723421996e-20	-2.3194907567e+01	9.9996426393e-11	-1.0470451173e-09	1.5823169832e-08	8.1506616987e-06	1.2732626367e-06	-9.1043350548e-02	-2.0663181989e-05	2.3285951986e+01	1.8315150348e-06	4.6957763509e-08	8.1199063060e-06	-2.3285952783e+01	2.3285963415e+01	-2.0689330995e-06	5.7567996475e-11
4.2657951880e-09	2.0451302873e-07	-1.0321139570e-05	-1.5383706170e-07	-7.5723421996e-20	-2.3194908043e+01	1.0246789432e-10	-1.0470451173e-09	1.6209204133e-08	8.3520667818e-06	1.2732600645e-06	-9.1042821059e-02	-2.0864978470e-05	2.3285951731e+01	1.8315150165e-06	4.6957763403e-08	8.3217056783e-06	-2.3285952730e+01	2.3285963362e+01	-2.0684674382e-06	5.7567995932e-11
4.3651583224e-09	2.0451169647e-07	-1.0320673923e-05	-1.5383704738e-07	-7.5723421996e-20	-2.3194907567e+01	1.0499692921e-10	-1.0470451173e-09	1.6604230185e-08	8.5581631169e-06	1.2732614181e-06	-9.1043244018e-02	-2.1071475392e-05	2.3285951471e+01	1.8315149971e-06	4.6957763294e-08	8.5282056328e-06	-2.3285952676e+01	2.3285963308e+01	-2.0689330995e-06	5.7567995354e-11
4.4668359215e-09	2.0451336269e-07	-1.0320208261e-05	-1.5383704727e-07	-7.5723421996e-20	-2.3194907566e+01	1.0758487192e-10	-1.0470486700e-09	1.7008457424e-08	8.7690599737e-06	1.2732597767e-06	-9.1043188885e-02	-2.1283247905e-05	2.3285951204e+01	1.8315149768e-06	4.6957763183e-08	8.7395156634e-06	-2.3285952621e+01	2.3285963253e+01	-2.0698644221e-06	5.7567994752e-11
4.5708818961e-09	2.0451152594e-07	-1.0320673923e-05	-1.5383704716e-07	-7.5723421996e-20	-2.3194907567e+01	1.1023309456e-10	-1.0470522227e-09	1.7422100167e-08	8.9848691670e-06	1.2732616312e-06	-9.1043132467e-02	-2.1499011061e-05	2.3285950932e+01	1.8315149557e-06	4.6957763069e-08	8.9557478146e-06	-2.3285952565e+01	2.3285963197e+01	-2.0689330995e-06	5.7567994123e-11
