Time            	C2              	M5              	A1              	S0              	E2              	E1              	C3              	A2              	C2H4O           	CH2O            	E3              	M2              	M3              	M4              	B1              	C4              	B2              	B3              	M6              	M1              
3.8018939632e-08	-1.2180800783e-03	1.2180800681e-03	1.0829121327e-19	2.8421709430e-14	-2.5200195389e-14	-3.4511005165e-12	1.2387774533e-13	3.4805961715e-15	1.2180800807e-03	1.0604554103e-12	-4.0389678347e-28	1.1802552544e-12	2.1528439444e-18	4.0549161251e-12	-1.2161731696e-03	-3.5701128986e-12	-1.9069086726e-06	-2.7510545925e-15	8.3590283870e-12	7.8815832846e-16
3.8904514499e-08	-1.2180800783e-03	1.2180800681e-03	1.0829121350e-19	-2.8421709430e-14	-2.5214073176e-14	-3.4226649293e-12	1.2684105477e-13	3.4816805313e-15	1.2180800807e-03	1.0604554103e-12	-4.0389678347e-28	1.1832165845e-12	2.1582449933e-18	4.0549150409e-12	-1.2161731696e-03	-3.6014979173e-12	-1.9069086712e-06	-2.7694860294e-15	8.3590283870e-12	7.9013201336e-16
3.9810717055e-08	-1.2180800783e-03	1.2180800681e-03	1.0829121340e-19	0.0000000000e+00	-2.5200195387e-14	-3.4368896618e-12	1.2987338856e-13	3.4814638526e-15	1.2180800807e-03	1.0604554103e-12	-2.0194839174e-28	1.1862468900e-12	2.1637692866e-18	4.0549152577e-12	-1.2162327742e-03	-3.5903193962e-12	-1.8473040251e-06	-2.7571261246e-15	8.3590283869e-12	7.9215445169e-16
4.0738027780e-08	-1.2180800783e-03	1.2180800681e-03	1.0829121388e-19	0.0000000000e+00	-2.5200195386e-14	-3.4368896618e-12	1.3297635448e-13	3.4812471781e-15	1.2180800807e-03	1.0604554103e-12	-4.0389678347e-28	1.1893477769e-12	2.1694283510e-18	4.0549156914e-12	-1.2162327742e-03	-3.5934223620e-12	-1.8473040236e-06	-2.8800746510e-15	8.3590283869e-12	7.9422745240e-16
4.1686938347e-08	-1.2180800783e-03	1.2180800681e-03	1.0829121365e-19	0.0000000000e+00	-2.5200195385e-14	-3.4368896618e-12	1.3615159777e-13	3.4808136675e-15	1.2180800807e-03	1.0604554103e-12	-2.0194839174e-28	1.1925208919e-12	2.1752154514e-18	4.0549159083e-12	-1.2161731696e-03	-3.5965976051e-12	-1.9069086671e-06	-2.7486693477e-15	8.3590283869e-12	7.9634961694e-16
4.2657951880e-08	-1.2180800783e-03	1.2180800681e-03	1.0829121375e-19	0.0000000000e+00	-2.5214073171e-14	-3.4368757840e-12	1.3940080197e-13	3.4816812039e-15	1.2180800807e-03	1.0604554103e-12	-2.0194839174e-28	1.1957679358e-12	2.1811354296e-18	4.0549150409e-12	-1.2162327742e-03	-3.5998468091e-12	-1.8473040209e-06	-2.8067825841e-15	8.3590283869e-12	7.9850365910e-16
4.3651583224e-08	-1.2180800782e-03	1.2180800681e-03	1.0829121325e-19	2.8421709430e-14	-2.5214073170e-14	-3.4510866387e-12	1.4272568985e-13	3.4812477023e-15	1.2180800807e-03	1.0604554103e-12	-2.0194839174e-28	1.1990905891e-12	2.1871997411e-18	4.0549154746e-12	-1.2162327743e-03	-3.5889608421e-12	-1.8473040194e-06	-2.7759912424e-15	8.3590283868e-12	8.0073183648e-16
4.4668359215e-08	-1.2180800783e-03	1.2180800681e-03	1.0829121350e-19	-2.8421709430e-14	-2.5214073168e-14	-3.4226649293e-12	1.4612802433e-13	3.4810310458e-15	1.2180800807e-03	1.0604554103e-12	-2.0194839174e-28	1.2024906407e-12	2.1933999850e-18	4.0549156914e-12	-1.2161731696e-03	-3.6207848858e-12	-1.9069086627e-06	-2.7662334229e-15	8.3590283868e-12	8.0300811496e-16
4.5708818961e-08	-1.2180800782e-03	1.2180800681e-03	1.0829121352e-19	2.8421709430e-14	-2.5200195379e-14	-3.4511005165e-12	1.4960960936e-13	3.4810312345e-15	1.2180800807e-03	1.0604554103e-12	-4.0389678347e-28	1.2059699135e-12	2.1997476087e-18	4.0549156914e-12	-1.2161731696e-03	-3.5958447613e-12	-1.9069086612e-06	-2.7211306125e-15	8.3590283868e-12	8.0531364233e-16
4.6773514129e-08	-1.2180800783e-03	1.2180800681e-03	1.0829121355e-19	-2.8421709430e-14	-2.5200195378e-14	-3.4226788070e-12	1.5317229092e-13	3.4810314283e-15	1.2180800807e-03	1.0604554103e-12	-2.0194839174e-28	1.2095301963e-12	2.2062408207e-18	4.0549156914e-12	-1.2162327742e-03	-3.6278291521e-12	-1.8473040147e-06	-2.8625105758e-15	8.3590283867e-12	8.0770546736e-16
4.7863009232e-08	-1.2180800783e-03	1.2180800681e-03	1.0829121322e-19	-2.8421709430e-14	-2.5200195377e-14	-3.4226788070e-12	1.5681795800e-13	3.4812484675e-15	1.2180800807e-03	1.0604554103e-12	-2.0194839174e-28	1.2131734340e-12	2.2128860967e-18	4.0549154746e-12	-1.2162327742e-03	-3.6314748189e-12	-1.8473040131e-06	-2.8557885223e-15	8.3590283867e-12	8.1012778322e-16
4.8977881937e-08	-1.2180800783e-03	1.2180800681e-03	1.0829121350e-19	0.0000000000e+00	-2.5200195375e-14	-3.4368896618e-12	1.6054854357e-13	3.4818991929e-15	1.2180800807e-03	1.0604554103e-12	-4.0389678347e-28	1.2169015307e-12	2.2196899081e-18	4.0549148241e-12	-1.2161731696e-03	-3.6209945496e-12	-1.9069086563e-06	-2.7558250820e-15	8.3590283867e-12	8.1260944067e-16
5.0118723363e-08	-1.2180800783e-03	1.2180800681e-03	1.0829121360e-19	0.0000000000e+00	-2.5200195374e-14	-3.4368896618e-12	1.6436602564e-13	3.4814657215e-15	1.2180800807e-03	1.0604554103e-12	-4.0389678347e-28	1.2207164448e-12	2.2266454865e-18	4.0549154746e-12	-1.2161731696e-03	-3.6248120314e-12	-1.9069086546e-06	-2.7840143385e-15	8.3590283866e-12	8.1517010530e-16
5.1286138399e-08	-1.2180800782e-03	1.2180800681e-03	1.0829121365e-19	0.0000000000e+00	-2.5186317584e-14	-3.4369035395e-12	1.6827242830e-13	3.4805985747e-15	1.2180800807e-03	1.0604554103e-12	-4.0389678347e-28	1.2246202429e-12	2.2337692200e-18	4.0549163419e-12	-1.2161731696e-03	-3.6287184339e-12	-1.9069086529e-06	-2.7727386359e-15	8.3590283866e-12	8.1776709610e-16
5.2480746025e-08	-1.2180800782e-03	1.2180800681e-03	1.0829121345e-19	0.0000000000e+00	-2.5186317583e-14	-3.4369035395e-12	1.7226982276e-13	3.4810324764e-15	1.2180800807e-03	1.0604554103e-12	-6.0584517521e-28	1.2286149715e-12	2.2410542183e-18	4.0549156914e-12	-1.2162327742e-03	-3.6327158281e-12	-1.8473040063e-06	-2.8321529150e-15	8.3590283865e-12	8.2042520777e-16
5.3703179637e-08	-1.2180800783e-03	1.2180800681e-03	1.0829121352e-19	-2.8421709430e-14	-2.5200195369e-14	-3.4226788070e-12	1.7636032850e-13	3.4819000649e-15	1.2180800806e-03	1.0604554103e-12	-2.0194839174e-28	1.2327027177e-12	2.2485086917e-18	4.0549148241e-12	-1.2162327742e-03	-3.6510171883e-12	-1.8473040045e-06	-2.7948563602e-15	8.3590283865e-12	8.2317682246e-16
5.4954087386e-08	-1.2180800782e-03	1.2180800681e-03	1.0829121337e-19	2.8421709430e-14	-2.5214073155e-14	-3.4510866387e-12	1.8054611436e-13	3.4823339786e-15	1.2180800806e-03	1.0604554103e-12	0.0000000000e+00	1.2368857177e-12	2.2561407401e-18	4.0549143904e-12	-1.2162327743e-03	-3.6267812645e-12	-1.8473040025e-06	-2.8820262149e-15	8.3590283865e-12	8.2595461335e-16
5.6234132519e-08	-1.2180800782e-03	1.2180800680e-03	1.0829121355e-19	0.0000000000e+00	-2.5186317578e-14	-3.4369035395e-12	1.8482939970e-13	3.4805994941e-15	1.2180800806e-03	1.0604554103e-12	-4.0389678347e-28	1.2411661398e-12	2.2639468777e-18	4.0549161251e-12	-1.2161731696e-03	-3.6452754044e-12	-1.9069086455e-06	-2.7588608481e-15	8.3590283864e-12	8.2880953505e-16
5.7543993734e-08	-1.2180800782e-03	1.2180800680e-03	1.0829121355e-19	0.0000000000e+00	-2.5186317576e-14	-3.4369035395e-12	1.8921245557e-13	3.4819007822e-15	1.2180800806e-03	1.0604554103e-12	-4.0389678347e-28	1.2455462542e-12	2.2719351929e-18	4.0549148241e-12	-1.2161731696e-03	-3.6496584600e-12	-1.9069086436e-06	-2.7584271672e-15	8.3590283864e-12	8.3174259370e-16
5.8884365536e-08	-1.2180800783e-03	1.2180800680e-03	1.0829121350e-19	-2.8421709430e-14	-2.5200195362e-14	-3.4226788070e-12	1.9369760593e-13	3.4819010342e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.2500284188e-12	2.2801121141e-18	4.0549150409e-12	-1.2162327742e-03	-3.6683544648e-12	-1.8473039968e-06	-2.7679681464e-15	8.3590283863e-12	8.3471960369e-16
6.0255958607e-08	-1.2180800783e-03	1.2180800680e-03	1.0829121325e-19	-2.8421709430e-14	-2.5200195361e-14	-3.4226788070e-12	1.9828722887e-13	3.4827686548e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.2546149649e-12	2.2884791002e-18	4.0549139567e-12	-1.2162327742e-03	-3.6729440875e-12	-1.8473039948e-06	-2.7870501046e-15	8.3590283863e-12	8.3778761630e-16
6.1659500186e-08	-1.2180800783e-03	1.2180800680e-03	1.0829121355e-19	-5.6843418861e-14	-2.5200195359e-14	-3.4084679523e-12	2.0298375785e-13	3.4819015589e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.2593083520e-12	2.2970409125e-18	4.0549146072e-12	-1.2161731696e-03	-3.6918514709e-12	-1.9069086375e-06	-2.7584271672e-15	8.3590283862e-12	8.4092032654e-16
6.3095734448e-08	-1.2180800782e-03	1.2180800680e-03	1.0829121322e-19	2.8421709430e-14	-2.5214073145e-14	-3.4510866387e-12	2.0778968305e-13	3.4821186724e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.2641110673e-12	2.3058006509e-18	4.0549148241e-12	-1.2162327743e-03	-3.6540248317e-12	-1.8473039906e-06	-2.7924711155e-15	8.3590283862e-12	8.4412100738e-16
6.4565422903e-08	-1.2180800782e-03	1.2180800680e-03	1.0829121345e-19	-2.8421709430e-14	-2.5214073143e-14	-3.4226649293e-12	2.1270755263e-13	3.4810347508e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.2690256380e-12	2.3147647174e-18	4.0549156914e-12	-1.2162327742e-03	-3.6873644104e-12	-1.8473039884e-06	-2.7766417637e-15	8.3590283861e-12	8.4741027749e-16
6.6069344801e-08	-1.2180800782e-03	1.2180800680e-03	1.0829121345e-19	-2.8421709430e-14	-2.5186317565e-14	-3.4226926848e-12	2.1773997411e-13	3.4812518793e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.2740546936e-12	2.3239378524e-18	4.0549156914e-12	-1.2162327742e-03	-3.6923968316e-12	-1.8473039861e-06	-2.8210940528e-15	8.3590283861e-12	8.5076646602e-16
6.7608297539e-08	-1.2180800782e-03	1.2180800680e-03	1.0829121335e-19	2.8421709430e-14	-2.5200195351e-14	-3.4511005165e-12	2.2288961575e-13	3.4814690158e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.2792008902e-12	2.3333231342e-18	4.0549152577e-12	-1.2161731696e-03	-3.6691247635e-12	-1.9069086287e-06	-2.7579934864e-15	8.3590283860e-12	8.5420153396e-16
6.9183097092e-08	-1.2180800782e-03	1.2180800680e-03	1.0829121317e-19	2.8421709430e-14	-2.5214073137e-14	-3.4510866387e-12	2.2815920795e-13	3.4819030010e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.2844669586e-12	2.3429317104e-18	4.0549150409e-12	-1.2162327743e-03	-3.6743943554e-12	-1.8473039815e-06	-2.8087341480e-15	8.3590283860e-12	8.5771505509e-16
7.0794578438e-08	-1.2180800782e-03	1.2180800680e-03	1.0829121352e-19	0.0000000000e+00	-2.5200195347e-14	-3.4368896618e-12	2.3355154472e-13	3.4832043564e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.2898556908e-12	2.3527602076e-18	4.0549135230e-12	-1.2162327742e-03	-3.6939975466e-12	-1.8473039791e-06	-2.8048310202e-15	8.3590283859e-12	8.6130921618e-16
7.2443596007e-08	-1.2180800782e-03	1.2180800680e-03	1.0829121332e-19	0.0000000000e+00	-2.5186317557e-14	-3.4369035395e-12	2.3906948515e-13	3.4816867947e-15	1.2180800806e-03	1.0604554102e-12	-4.0389678347e-28	1.2953699394e-12	2.3628182964e-18	4.0549152577e-12	-1.2161731696e-03	-3.6995154867e-12	-1.9069086215e-06	-2.8007110520e-15	8.3590283859e-12	8.6499029843e-16
7.4131024130e-08	-1.2180800782e-03	1.2180800680e-03	1.0829121317e-19	0.0000000000e+00	-2.5200195343e-14	-3.4368896618e-12	2.4471595493e-13	3.4812534441e-15	1.2180800806e-03	1.0604554102e-12	-4.0389678347e-28	1.3010126251e-12	2.3731106759e-18	4.0549152577e-12	-1.2162327742e-03	-3.7051619561e-12	-1.8473039742e-06	-2.7950732007e-15	8.3590283858e-12	8.6876341712e-16
7.5857757503e-08	-1.2180800782e-03	1.2180800680e-03	1.0829121307e-19	0.0000000000e+00	-2.5200195340e-14	-3.4368896618e-12	2.5049394788e-13	3.4823379857e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.3067867633e-12	2.3836436904e-18	4.0549146072e-12	-1.2162327742e-03	-3.7109399487e-12	-1.8473039716e-06	-2.7866164237e-15	8.3590283858e-12	8.7260696780e-16
7.7624711663e-08	-1.2180800782e-03	1.2180800679e-03	1.0829121332e-19	0.0000000000e+00	-2.5200195338e-14	-3.4368896618e-12	2.5640652758e-13	3.4810372920e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.3126953830e-12	2.3944187115e-18	4.0549156914e-12	-1.2161731696e-03	-3.7168525281e-12	-1.9069086138e-06	-2.7740396785e-15	8.3590283857e-12	8.7655552880e-16
7.9432823472e-08	-1.2180800782e-03	1.2180800679e-03	1.0829121352e-19	-2.8421709430e-14	-2.5200195336e-14	-3.4226788070e-12	2.6245682896e-13	3.4827723742e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.3187416419e-12	2.4054486819e-18	4.0549141735e-12	-1.2161731696e-03	-3.7371136838e-12	-1.9069086111e-06	-2.8113362333e-15	8.3590283856e-12	8.8058628914e-16
8.1283051616e-08	-1.2180800782e-03	1.2180800679e-03	1.0829121358e-19	-2.8421709430e-14	-2.5200195333e-14	-3.4226788070e-12	2.6864805996e-13	3.4801706577e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.3249287248e-12	2.4167349534e-18	4.0549165588e-12	-1.2162327742e-03	-3.7433049145e-12	-1.8473039636e-06	-2.7861827429e-15	8.3590283856e-12	8.8472235460e-16
8.3176377110e-08	-1.2180800782e-03	1.2180800679e-03	1.0829121358e-19	0.0000000000e+00	-2.5200195331e-14	-3.4368896618e-12	2.7498350326e-13	3.4803878772e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.3312599250e-12	2.4282821761e-18	4.0549165588e-12	-1.2161731696e-03	-3.7354295027e-12	-1.9069086055e-06	-2.8080836267e-15	8.3590283855e-12	8.8895313352e-16
8.5113803820e-08	-1.2180800782e-03	1.2180800679e-03	1.0829121342e-19	0.0000000000e+00	-2.5200195328e-14	-3.4368896618e-12	2.8146651799e-13	3.4816893095e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.3377386035e-12	2.4400999520e-18	4.0549150409e-12	-1.2161731696e-03	-3.7419125170e-12	-1.9069086027e-06	-2.7642818590e-15	8.3590283855e-12	8.9327673486e-16
8.7096358996e-08	-1.2180800782e-03	1.2180800679e-03	1.0829121363e-19	0.0000000000e+00	-2.5200195326e-14	-3.4368896618e-12	2.8810054154e-13	3.4816897103e-15	1.2180800806e-03	1.0604554102e-12	-4.0389678347e-28	1.3443681959e-12	2.4521912548e-18	4.0549152577e-12	-1.2161731696e-03	-3.7485465401e-12	-1.9069085997e-06	-2.8206603719e-15	8.3590283854e-12	8.9769497300e-16
8.9125093813e-08	-1.2180800782e-03	1.2180800679e-03	1.0829121327e-19	-5.6843418861e-14	-2.5214073111e-14	-3.4084540745e-12	2.9488909135e-13	3.4801722394e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.3511521988e-12	2.4645689720e-18	4.0549165588e-12	-1.2162327742e-03	-3.7837567990e-12	-1.8473039519e-06	-2.8078667863e-15	8.3590283853e-12	9.0222874280e-16
9.1201083936e-08	-1.2180800782e-03	1.2180800679e-03	1.0829121342e-19	-2.8421709430e-14	-2.5200195321e-14	-3.4226788070e-12	3.0183576680e-13	3.4819073871e-15	1.2180800806e-03	1.0604554102e-12	-4.0389678347e-28	1.3580942305e-12	2.4772307512e-18	4.0549148241e-12	-1.2162327742e-03	-3.7764926193e-12	-1.8473039489e-06	-2.7809785724e-15	8.3590283853e-12	9.0685889825e-16
9.3325430080e-08	-1.2180800782e-03	1.2180800679e-03	1.0829121352e-19	0.0000000000e+00	-2.5200195318e-14	-3.4368896618e-12	3.0894425111e-13	3.4812573022e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.3651979640e-12	2.4901881157e-18	4.0549156914e-12	-1.2161731696e-03	-3.7693902484e-12	-1.9069085905e-06	-2.7933384772e-15	8.3590283852e-12	9.1159592353e-16
9.5499258602e-08	-1.2180800782e-03	1.2180800679e-03	1.0829121347e-19	2.8421709430e-14	-2.5200195315e-14	-3.4511005165e-12	3.1621831329e-13	3.4797398680e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.3724671532e-12	2.5034456417e-18	4.0549172093e-12	-1.2161731696e-03	-3.7624534554e-12	-1.9069085873e-06	-2.7874837855e-15	8.3590283851e-12	9.1645478088e-16
9.7723722096e-08	-1.2180800782e-03	1.2180800678e-03	1.0829121352e-19	0.0000000000e+00	-2.5200195312e-14	-3.4368896618e-12	3.2366181014e-13	3.4829929363e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.3799056740e-12	2.5170145088e-18	4.0549137399e-12	-1.2162327742e-03	-3.7841078066e-12	-1.8473039392e-06	-2.8176246059e-15	8.3590283850e-12	9.2141625132e-16
1.0000000000e-07	-1.2180800782e-03	1.2180800678e-03	1.0829121327e-19	-2.8421709430e-14	-2.5200195309e-14	-3.4226788070e-12	3.3127868832e-13	3.4808250070e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.3875174637e-12	2.5309009193e-18	4.0549161251e-12	-1.2162327742e-03	-3.8059355390e-12	-1.8473039358e-06	-2.8267319041e-15	8.3590283850e-12	9.2648996602e-16
1.0232929923e-07	-1.2180800782e-03	1.2180800678e-03	1.0829121388e-19	-2.8421709430e-14	-2.5186317518e-14	-3.4226926848e-12	3.3907298638e-13	3.4816928576e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.3953065539e-12	2.5451077516e-18	4.0549150409e-12	-1.2161731696e-03	-3.8137298365e-12	-1.9069085771e-06	-2.8119867546e-15	8.3590283849e-12	9.3168261753e-16
1.0471285481e-07	-1.2180800782e-03	1.2180800678e-03	1.0829121337e-19	0.0000000000e+00	-2.5214073091e-14	-3.4368757840e-12	3.4704883697e-13	3.4825607224e-15	1.2180800806e-03	1.0604554102e-12	0.0000000000e+00	1.4032770647e-12	2.5596461405e-18	4.0549141735e-12	-1.2162327742e-03	-3.8074948319e-12	-1.8473039288e-06	-2.8284666276e-15	8.3590283848e-12	9.3700687734e-16
1.0715193052e-07	-1.2180800782e-03	1.2180800678e-03	1.0829121312e-19	0.0000000000e+00	-2.5200195300e-14	-3.4368896618e-12	3.5521046899e-13	3.4829949210e-15	1.2180800806e-03	1.0604554102e-12	-4.0389678347e-28	1.4114332244e-12	2.5745255503e-18	4.0549139567e-12	-1.2161731696e-03	-3.8156564634e-12	-1.9069085699e-06	-2.8176246059e-15	8.3590283847e-12	9.4246325824e-16
1.0964781961e-07	-1.2180800781e-03	1.2180800678e-03	1.0829121363e-19	2.8421709430e-14	-2.5200195297e-14	-3.4511005165e-12	3.6356220984e-13	3.4808270495e-15	1.2180800806e-03	1.0604554102e-12	0.0000000000e+00	1.4197793834e-12	2.5897471564e-18	4.0549159083e-12	-1.2161731696e-03	-3.8097973490e-12	-1.9069085663e-06	-2.7781596468e-15	8.3590283846e-12	9.4802880407e-16
1.1220184543e-07	-1.2180800782e-03	1.2180800678e-03	1.0829121292e-19	0.0000000000e+00	-2.5200195293e-14	-3.4368896618e-12	3.7210848773e-13	3.4823454811e-15	1.2180800806e-03	1.0604554102e-12	0.0000000000e+00	1.4283199395e-12	2.6053270063e-18	4.0549143904e-12	-1.2161731696e-03	-3.8325544811e-12	-1.9069085625e-06	-2.7631976568e-15	8.3590283846e-12	9.5373392302e-16
1.1481536215e-07	-1.2180800782e-03	1.2180800678e-03	1.0829121368e-19	0.0000000000e+00	-2.5200195290e-14	-3.4368896618e-12	3.8085383401e-13	3.4810450032e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.4370594463e-12	2.6212662399e-18	4.0549159083e-12	-1.2162327742e-03	-3.8412998268e-12	-1.8473039138e-06	-2.8269487445e-15	8.3590283845e-12	9.5955631534e-16
1.1748975549e-07	-1.2180800782e-03	1.2180800678e-03	1.0829121347e-19	-2.8421709430e-14	-2.5200195287e-14	-3.4226788070e-12	3.8980288558e-13	3.4812624250e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.4460025049e-12	2.6375792131e-18	4.0549152577e-12	-1.2162327742e-03	-3.8644597325e-12	-1.8473039098e-06	-2.8002773711e-15	8.3590283844e-12	9.6553179611e-16
1.2022644346e-07	-1.2180800781e-03	1.2180800677e-03	1.0829121327e-19	0.0000000000e+00	-2.5214073071e-14	-3.4368757840e-12	3.9896038734e-13	3.4816967050e-15	1.2180800806e-03	1.0604554102e-12	-2.0194839174e-28	1.4551538858e-12	2.6542730557e-18	4.0549150409e-12	-1.2161731696e-03	-3.8594063789e-12	-1.9069085506e-06	-2.7920374346e-15	8.3590283843e-12	9.7163478101e-16
1.2302687708e-07	-1.2180800782e-03	1.2180800677e-03	1.0829121342e-19	-2.8421709430e-14	-2.5200195279e-14	-3.4226788070e-12	4.0833119472e-13	3.4812636412e-15	1.2180800805e-03	1.0604554102e-12	-2.0194839174e-28	1.4645184136e-12	2.6713527049e-18	4.0549154746e-12	-1.2161731696e-03	-3.8829880404e-12	-1.9069085465e-06	-2.7447662199e-15	8.3590283842e-12	9.7789599874e-16
1.2589254118e-07	-1.2180800781e-03	1.2180800677e-03	1.0829121327e-19	2.8421709430e-14	-2.5200195276e-14	-3.4511005165e-12	4.1792027625e-13	3.4821316385e-15	1.2180800805e-03	1.0604554102e-12	0.0000000000e+00	1.4741010826e-12	2.6888324523e-18	4.0549146072e-12	-1.2162327743e-03	-3.8641554118e-12	-1.8473038974e-06	-2.7673176251e-15	8.3590283841e-12	9.8428986879e-16
1.2882495517e-07	-1.2180800781e-03	1.2180800677e-03	1.0829121347e-19	-2.8421709430e-14	-2.5200195272e-14	-3.4226788070e-12	4.2773271619e-13	3.4829996548e-15	1.2180800805e-03	1.0604554102e-12	-2.0194839174e-28	1.4839069612e-12	2.7067216042e-18	4.0549139567e-12	-1.2161731696e-03	-3.9023895606e-12	-1.9069085377e-06	-2.8575232458e-15	8.3590283840e-12	9.9083200363e-16
1.3182567386e-07	-1.2180800781e-03	1.2180800677e-03	1.0829121352e-19	-2.8421709430e-14	-2.5200195268e-14	-3.4226788070e-12	4.3777371722e-13	3.4819161269e-15	1.2180800805e-03	1.0604554102e-12	-2.0194839174e-28	1.4939412536e-12	2.7250228259e-18	4.0549148241e-12	-1.2161731696e-03	-3.9124305609e-12	-1.9069085334e-06	-2.7905195515e-15	8.3590283839e-12	9.9752091801e-16
1.3489628826e-07	-1.2180800781e-03	1.2180800677e-03	1.0829121322e-19	0.0000000000e+00	-2.5200195264e-14	-3.4368896618e-12	4.4804860321e-13	3.4806157790e-15	1.2180800805e-03	1.0604554102e-12	-2.0194839174e-28	1.5042092589e-12	2.7437553025e-18	4.0549161251e-12	-1.2162327742e-03	-3.9084945915e-12	-1.8473038840e-06	-2.7866164237e-15	8.3590283838e-12	1.0043814451e-15
1.3803842646e-07	-1.2180800781e-03	1.2180800677e-03	1.0829121322e-19	0.0000000000e+00	-2.5200195260e-14	-3.4368896618e-12	4.5856282204e-13	3.4817006969e-15	1.2180800805e-03	1.0604554101e-12	-2.0194839174e-28	1.5147164592e-12	2.7629166871e-18	4.0549152577e-12	-1.2162327742e-03	-3.9190088096e-12	-1.8473038793e-06	-2.8432117771e-15	8.3590283837e-12	1.0113794678e-15
1.4125375446e-07	-1.2180800781e-03	1.2180800676e-03	1.0829121352e-19	-2.8421709430e-14	-2.5200195256e-14	-3.4226788070e-12	4.6932194850e-13	3.4806172323e-15	1.2180800805e-03	1.0604554101e-12	-4.0389678347e-28	1.5254683633e-12	2.7825310762e-18	4.0549161251e-12	-1.2162327742e-03	-3.9439787900e-12	-1.8473038745e-06	-2.8464643836e-15	8.3590283836e-12	1.0185806615e-15
1.4454397707e-07	-1.2180800781e-03	1.2180800676e-03	1.0829121373e-19	0.0000000000e+00	-2.5214073039e-14	-3.4368757840e-12	4.8033168722e-13	3.4817021946e-15	1.2180800805e-03	1.0604554101e-12	-4.0389678347e-28	1.5364707584e-12	2.8025993782e-18	4.0549152577e-12	-1.2161731696e-03	-3.9407776733e-12	-1.9069085145e-06	-2.7382610068e-15	8.3590283835e-12	1.0259027279e-15
1.4791083882e-07	-1.2180800781e-03	1.2180800676e-03	1.0829121342e-19	0.0000000000e+00	-2.5214073035e-14	-3.4368757840e-12	4.9159787570e-13	3.4817029780e-15	1.2180800805e-03	1.0604554101e-12	-2.0194839174e-28	1.5477293974e-12	2.8231357079e-18	4.0549150409e-12	-1.2161731696e-03	-3.9520438610e-12	-1.9069085094e-06	-2.8501506710e-15	8.3590283834e-12	1.0334301281e-15
1.5135612484e-07	-1.2180800781e-03	1.2180800676e-03	1.0829121383e-19	0.0000000000e+00	-2.5200195243e-14	-3.4368896618e-12	5.0312648742e-13	3.4819206260e-15	1.2180800805e-03	1.0604554101e-12	-4.0389678347e-28	1.5592502908e-12	2.8441491876e-18	4.0549150409e-12	-1.2162327742e-03	-3.9635724719e-12	-1.8473038595e-06	-2.8451633410e-15	8.3590283833e-12	1.0411257980e-15
1.5488166189e-07	-1.2180800781e-03	1.2180800676e-03	1.0829121363e-19	-2.8421709430e-14	-2.5200195238e-14	-3.4226788070e-12	5.1492363502e-13	3.4812709372e-15	1.2180800805e-03	1.0604554101e-12	-2.0194839174e-28	1.5710395508e-12	2.8656538718e-18	4.0549156914e-12	-1.2162327742e-03	-3.9895804733e-12	-1.8473038543e-06	-2.8323697554e-15	8.3590283831e-12	1.0489901700e-15
1.5848931925e-07	-1.2180800781e-03	1.2180800676e-03	1.0829121352e-19	0.0000000000e+00	-2.5214073021e-14	-3.4368757840e-12	5.2699557349e-13	3.4810549561e-15	1.2180800805e-03	1.0604554101e-12	-2.0194839174e-28	1.5831034184e-12	2.8876611050e-18	4.0549156914e-12	-1.2161731696e-03	-3.9874415562e-12	-1.9069084938e-06	-2.8087341480e-15	8.3590283830e-12	1.0570373088e-15
