    0           0.05159700         -1885.481348                    0 
    1           0.04999500         -1885.482139          -0.00079032 
    2           0.04560800         -1885.483561           -0.0022128 
    3           0.03954400         -1885.485530          -0.00418226 
    4           0.03624600         -1885.487845          -0.00649689 
    5           0.04186800         -1885.490209          -0.00886055 
    6           0.04732800         -1885.492285           -0.0109363 
    7           0.05070200         -1885.493727           -0.0123784 
    8           0.05962300         -1885.493693           -0.0123444 
    9           0.08622100         -1885.491021           -0.0096725 
   10           0.06132900         -1885.483789          -0.00244074 
   11           0.06533300         -1885.473097           0.00825164 
   12           0.05065000         -1885.473282            0.0080657 
   13           0.06198800         -1885.473303           0.00804548 
   14           0.04676500         -1885.473305             0.008043 
   15           0.04010400         -1885.473307           0.00804123 
   16           0.03797700         -1885.473276           0.00807187 
   17           0.03605500         -1885.473209           0.00813885 
   18           0.03787200         -1885.473118           0.00823055 
   19           0.03823600         -1885.473015           0.00833279 
   20           0.03120400         -1885.472895           0.00845286 
   21           0.02928300         -1885.472734           0.00861421 
   22           0.03604300         -1885.472510           0.00883836 
   23           0.03962000         -1885.472247           0.00910125 
   24           0.02564300         -1885.471952           0.00939579 
   25           0.02887700         -1885.471623           0.00972515 
   26           0.02942500         -1885.471313            0.0100353 
   27           0.02074000         -1885.471069            0.0102789 
   28           0.06058800         -1885.470946            0.0104021 
   29           0.02349000         -1885.471096            0.0102522 
   30           0.02400300         -1885.471645           0.00970303 
   31           0.04255200         -1885.472780           0.00856851 
   32           0.02718900         -1885.472957           0.00839088 
   33           0.03102500         -1885.473308           0.00804034 
   34           0.04032900         -1885.473877            0.0074712 
   35           0.03931200         -1885.474770           0.00657776 
   36           0.03658900         -1885.475940           0.00540844 
   37           0.03195300         -1885.477324           0.00402413 
   38           0.03181600         -1885.479030           0.00231836 
   39           0.02252100         -1885.481032            0.0003165 
   40           0.02309400         -1885.483231          -0.00188273 
   41           0.02963500         -1885.485456          -0.00410739 
   42           0.03136800         -1885.487425          -0.00607703 
   43           0.03225500         -1885.487351          -0.00600281 
   44           0.03113400         -1885.487192          -0.00584388 
   45           0.03059200         -1885.486939          -0.00559101 
   46           0.02743400         -1885.486636          -0.00528777 
   47           0.02324200         -1885.486348          -0.00500016 
   48           0.02741100         -1885.486141          -0.00479309 
   49           0.04750400         -1885.486127          -0.00477863 
   50           0.08431000         -1885.486561          -0.00521281 
   51           0.13929000         -1885.487873          -0.00652511 
   52           0.21412800         -1885.490819          -0.00947101 
   53           0.30828800         -1885.496630           -0.0152819 
   54           0.42009000         -1885.507057           -0.0257085 
   55           0.49804000         -1885.524029           -0.0426813 
   56           0.37572700         -1885.548588           -0.0672401 
   57           0.26597800         -1885.578150            -0.096802 
   58           0.30704400         -1885.608941            -0.127592 
   59           0.40767700         -1885.637455            -0.156107 
   60           0.39398900         -1885.637971            -0.156623 
   61           0.36377900         -1885.638317            -0.156969 
   62           0.32584600         -1885.637780            -0.156432 
   63           0.27977700         -1885.635636            -0.154288 
   64           0.25946600         -1885.630914            -0.149566 
   65           0.33320200         -1885.622628             -0.14128 
   66           0.45806200         -1885.607476            -0.126128 
   67           0.66901000         -1885.580483           -0.0991347 
   68           0.87684500         -1885.532790            -0.051442 
   69           1.07545500         -1885.448499            0.0328493 
   70           1.13073300         -1885.302414             0.178935 
   71           1.00469400         -1885.069215             0.412134 
   72           1.36430700         -1884.781006             0.700342 
   73           1.14453900         -1884.597173             0.884175 
   74           1.53966100         -1884.590246             0.891102 
   75           1.20302600         -1884.677176             0.804172 
   76           2.86874500         -1884.431331              1.05002 
   77           1.36098200         -1884.566212             0.915136 
   78           1.91674500         -1884.571121             0.910227 
   79           1.51297200         -1884.595453             0.885896 
   80           0.83399500         -1884.621287             0.860061 
   81           0.79093300         -1884.623169             0.858179 
   82           1.63995500         -1884.601139              0.88021 
   83           1.73600600         -1884.584170             0.897178 
   84           1.12484600         -1884.580969              0.90038 
   85           0.79091200         -1884.575419             0.905929 
   86           1.13657300         -1884.547848             0.933501 
   87           1.37642300         -1884.508466             0.972882 
   88           0.86380500         -1884.468334              1.01301 
   89           1.10531400         -1884.397565              1.08378 
   90           1.05321400         -1884.309608              1.17174 
   91           0.86827700         -1884.184670              1.29668 
   92           0.97217900         -1884.020592              1.46076 
   93           1.11154600         -1883.852136              1.62921 
   94           1.47320800         -1883.773314              1.70803 
   95           2.37023400         -1883.944937              1.53641 
   96           2.82350000         -1884.542266             0.939082 
   97           3.98602800         -1885.160007             0.321341 
   98           7.28335100         -1885.449973            0.0313751 
   99           4.45510200         -1885.906368             -0.42502 
  100           4.37467100         -1885.890919            -0.409571 
  101           4.34810700         -1885.757632            -0.276284 
  102           4.09528200         -1885.686950            -0.205602 
  103           3.30444900         -1885.638260            -0.156912 
  104           2.68969800         -1885.539004           -0.0576562 
  105           2.35034000         -1885.353250             0.128098 
  106           2.27442300         -1885.098774             0.382575 
  107           2.30558600         -1884.808879             0.672469 
  108           2.63157600         -1884.502228              0.97912 
  109           2.87847900         -1884.170969              1.31038 
  110           2.96220100         -1883.869191              1.61216 
  111           2.81941200         -1883.573197              1.90815 
  112           2.29178100         -1883.476023              2.00533 
  113           1.64437600         -1883.641068              1.84028 
  114           2.53244500         -1883.809704              1.67164 
  115           2.41091100         -1883.984046               1.4973 
  116           2.80604000         -1884.184281              1.29707 
  117           1.90963100         -1884.515090             0.966258 
  118           2.11949600         -1884.682576             0.798772 
  119           1.53929200         -1884.811151             0.670197 
  120           1.57267700         -1884.830418              0.65093 
  121           1.09266600         -1884.861495             0.619854 
  122           1.66457400         -1884.899707             0.581641 
  123           2.22508800         -1884.945713             0.535635 
  124           2.21690800         -1885.006574             0.474774 
  125           2.19317400         -1885.088273             0.393076 
  126           2.20273800         -1885.200594             0.280754 
  127           1.65552700         -1885.334974             0.146374 
  128           1.22343800         -1885.458375            0.0229735 
  129           1.59888000         -1885.535924           -0.0545761 
  130           1.91156800         -1885.539346           -0.0579979 
  131           1.89193700         -1885.556466           -0.0751178 
  132           1.80726500         -1885.586633            -0.105285 
  133           1.66752400         -1885.622894            -0.141546 
  134           1.52698000         -1885.656772            -0.175424 
  135           1.65117400         -1885.680372            -0.199024 
  136           1.71370600         -1885.687649              -0.2063 
  137           1.52844200         -1885.672554            -0.191206 
  138           1.14454000         -1885.626149            -0.144801 
  139           0.95131800         -1885.541407           -0.0600592 
  140           0.85420600         -1885.419929            0.0614195 
  141           0.78844100         -1885.276941             0.204408 
  142           0.79905000         -1885.282187             0.199162 
  143           0.84263400         -1885.292728              0.18862 
  144           0.97157300         -1885.308591             0.172757 
