0	0.000000	0.000000	0.022345
0.05	0.0237692	-0.000254868753077	-0.000739202317663198
0.1	0.0475384	2.75104552240003e-05	-0.0228603886018882
0.15	0.0713076	0.000824247504201	-0.0440185588526749
0.2	0.0950768	0.002112452273152	-0.0642137130700234
0.25	0.118846	0.003869234641375	-0.0834458512539337
0.3	0.1426152	0.006071704488168	-0.101714973404406
0.35	0.1663844	0.008696971692829	-0.11902107952144
0.4	0.1901536	0.011722146134656	-0.135364169605035
0.45	0.2139228	0.015124337692947	-0.150744243655192
0.5	0.237692	0.018880656247	-0.165161301671912
0.55	0.2614612	0.022968211676113	-0.178615343655192
0.6	0.2852304	0.027364113859584	-0.191106369605035
0.65	0.3089996	0.032045472676711	-0.202634379521439
0.7	0.3327688	0.036989398006792	-0.213199373404406
0.75	0.356538	0.042172999729125	-0.222801351253934
0.8	0.3803072	0.047573387723008	-0.231440313070023
0.85	0.4040764	0.053167671867739	-0.239116258852675
0.9	0.4278456	0.058932962042616	-0.245829188601888
0.95	0.4516148	0.064846368126937	-0.251579102317663
1	0.475384	0.070885	-0.256366
1.05	0.49943255	0.0762666148941773	-0.192307298117423
1.1	0.5234811	0.080187848258458	-0.134913228011959
1.15	0.54752965	0.0828089748233657	-0.0841837896836088
1.2	0.5715782	0.084290269319424	-0.0401189831323718
1.25	0.59562675	0.0847920064771563	-0.00271880835824824
1.3	0.6196753	0.084474461027086	0.0280167346387619
1.35	0.64372385	0.0834979076997368	0.0520876458586588
1.4	0.6677724	0.082022621225632	0.0694939253014423
1.45	0.69182095	0.0802088763352952	0.0802355729671122
1.5	0.7158695	0.07821694775925	0.084312588855669
1.55	0.73991805	0.0762071102280198	0.0817249729671123
1.6	0.7639666	0.074339638472128	0.0724727253014422
1.65	0.78801515	0.0727748072220983	0.0565558458586588
1.7	0.8120637	0.071672891208454	0.0339743346387619
1.75	0.83611225	0.0711941651617188	0.00472819164175171
1.8	0.8601608	0.071498903812416	-0.031182583132372
1.85	0.88420935	0.0727473818910693	-0.0737579896836089
1.9	0.9082579	0.075099874128202	-0.122998028011959
1.95	0.93230645	0.0787166552543378	-0.178902698117423
